Commission Agent,Policy No,Premium transaction name,Policy Status,Applied Premium Date,Issued Date,Receive Policy date,Freelook,CUTOFF,Status,Premium Collected,FYC,RYC,Total Com
60018048,80055714,Flex Prem Premium Collection  ,IF,2024-01-14,2020-01-15,2020-01-20,1457.0,20240115,5,8132000.0,0.0,325000.0,325000.0
60018048,80055714,Single Premium Top-up         ,IF,2024-01-15,2020-01-15,2020-01-20,1457.0,20240115,5,2373000.0,0.0,47000.0,47000.0
60018048,80071973,Flex Prem Premium Collection  ,IF,2024-01-12,2021-01-14,2021-01-21,1090.0,20240115,5,15096000.0,0.0,906000.0,906000.0
60018104,80033031,Flex Prem Premium Collection  ,IF,2024-01-15,2018-11-22,2018-12-05,1868.0,20240115,5,9076000.0,0.0,100000.0,100000.0
60018104,80033104,Flex Prem Premium Collection  ,IF,2024-01-15,2018-11-22,2018-12-04,1869.0,20240115,5,12500000.0,0.0,125000.0,125000.0
60018122,80010289,Flex Prem Premium Collection  ,IF,2024-01-02,2017-03-06,2017-03-08,2505.0,20240115,5,8000000.0,0.0,80000.0,80000.0
60018122,80010289,Single Premium Top-up         ,IF,2024-01-03,2017-03-06,2017-03-08,2505.0,20240115,5,2396000.0,0.0,24000.0,24000.0
60018139,80036634,Flex Prem Premium Collection  ,IF,2024-01-15,2019-01-25,2019-02-01,1810.0,20240115,5,8334000.0,0.0,83000.0,83000.0
60018182,80033131,Flex Prem Premium Collection  ,IF,2024-01-11,2018-11-23,2018-12-01,1872.0,20240115,5,9000000.0,0.0,90000.0,90000.0
60018301,80036630,Flex Prem Premium Collection  ,IF,2024-01-15,2019-01-16,2019-01-21,1821.0,20240115,5,3000000.0,0.0,32000.0,32000.0
60018341,80035181,Flex Prem Premium Collection  ,IF,2024-01-10,2018-12-21,2019-01-06,1836.0,20240115,5,2000000.0,0.0,37000.0,37000.0
60018371,80036521,Flex Prem Premium Collection  ,IF,2024-01-10,2019-01-08,2019-01-17,1825.0,20240115,5,7858000.0,0.0,91000.0,91000.0
60018391,80055291,Flex Prem Premium Collection  ,IF,2024-01-09,2020-01-02,2020-01-08,1469.0,20240115,5,9297000.0,0.0,375000.0,375000.0
60018391,80055291,Single Premium Top-up         ,IF,2024-01-11,2020-01-02,2020-01-08,1469.0,20240115,5,2401000.0,0.0,48000.0,48000.0
60018423,80036100,Flex Prem Premium Collection  ,IF,2024-01-02,2018-12-27,2019-01-02,1840.0,20240115,5,4167000.0,0.0,42000.0,42000.0
60018614,80036573,Flex Prem Premium Collection  ,IF,2024-01-08,2019-01-09,2019-01-16,1826.0,20240115,5,11396000.0,0.0,121000.0,121000.0
60018614,80036573,Single Premium Top-up         ,IF,2024-01-09,2019-01-09,2019-01-16,1826.0,20240115,5,4003000.0,0.0,40000.0,40000.0
60018616,80035722,Flex Prem Premium Collection  ,IF,2024-01-03,2018-12-25,2019-01-03,1839.0,20240115,5,8187000.0,0.0,82000.0,82000.0
60018616,80035722,Single Premium Top-up         ,IF,2024-01-04,2018-12-25,2019-01-03,1839.0,20240115,5,153000.0,0.0,2000.0,2000.0
60018641,80036350,Flex Prem Premium Collection  ,IF,2024-01-15,2018-12-27,2019-01-02,1840.0,20240115,5,4451000.0,0.0,49000.0,49000.0
60018667,80035271,Flex Prem Premium Collection  ,IF,2024-01-10,2018-12-21,2018-12-26,1847.0,20240115,5,11630000.0,0.0,116000.0,116000.0
60018667,80035271,Single Premium Top-up         ,IF,2024-01-11,2018-12-21,2018-12-26,1847.0,20240115,5,2525000.0,0.0,25000.0,25000.0
60018668,80055547,Flex Prem Premium Collection  ,IF,2024-01-13,2020-01-17,2020-01-22,1455.0,20240115,5,8333000.0,0.0,333000.0,333000.0
60018668,80055547,Single Premium Top-up         ,IF,2024-01-15,2020-01-17,2020-01-22,1455.0,20240115,5,3061000.0,0.0,61000.0,61000.0
60018735,80036767,Flex Prem Premium Collection  ,IF,2024-01-15,2019-01-16,2019-01-20,1822.0,20240115,5,4400000.0,0.0,44000.0,44000.0
60018761,80036642,Flex Prem Premium Collection  ,IF,2024-01-09,2019-01-11,2019-01-19,1823.0,20240115,5,10000000.0,0.0,100000.0,100000.0
60018761,80036642,Single Premium Top-up         ,IF,2024-01-11,2019-01-11,2019-01-19,1823.0,20240115,5,2000000.0,0.0,20000.0,20000.0
60018764,80036753,Flex Prem Premium Collection  ,IF,2024-01-11,2019-01-16,2019-01-21,1821.0,20240115,5,10001000.0,0.0,100000.0,100000.0
60018770,80042856,Flex Prem Premium Collection  ,IF,2024-01-09,2019-05-08,2019-05-12,1710.0,20240115,5,7200000.0,0.0,288000.0,288000.0
60018797,80041545,Flex Prem Premium Collection  ,IF,2024-01-11,2019-04-23,2019-05-02,1720.0,20240115,5,538000.0,0.0,22000.0,22000.0
60018798,80036520,Flex Prem Premium Collection  ,IF,2024-01-05,2019-01-25,2019-02-12,1799.0,20240115,5,8274000.0,0.0,83000.0,83000.0
60018798,80036520,Single Premium Top-up         ,IF,2024-01-08,2019-01-25,2019-02-12,1799.0,20240115,5,207000.0,0.0,2000.0,2000.0
60018798,80114719,Premium Collection            ,IF,2024-01-05,2022-07-14,2022-07-18,547.0,20240115,5,5084000.0,0.0,451000.0,451000.0
60018838,80036514,Flex Prem Premium Collection  ,IF,2024-01-03,2019-01-04,2019-01-08,1834.0,20240115,5,5357000.0,0.0,54000.0,54000.0
60018838,80036514,Single Premium Top-up         ,IF,2024-01-04,2019-01-04,2019-01-08,1834.0,20240115,5,2293000.0,0.0,23000.0,23000.0
60018838,80036718,Flex Prem Premium Collection  ,IF,2024-01-14,2019-01-14,2019-01-19,1823.0,20240115,5,5683000.0,0.0,57000.0,57000.0
60018838,80036718,Single Premium Top-up         ,IF,2024-01-15,2019-01-14,2019-01-19,1823.0,20240115,5,1487000.0,0.0,15000.0,15000.0
60018838,80036719,Flex Prem Premium Collection  ,IF,2024-01-14,2019-01-14,2019-01-19,1823.0,20240115,5,5866000.0,0.0,62000.0,62000.0
60018838,80036719,Single Premium Top-up         ,IF,2024-01-15,2019-01-14,2019-01-19,1823.0,20240115,5,822000.0,0.0,8000.0,8000.0
60018898,80036714,Flex Prem Premium Collection  ,IF,2024-01-14,2019-01-14,2019-01-18,1824.0,20240115,5,300000.0,0.0,3000.0,3000.0
60018898,80036714,Flex Prem Premium Collection  ,IF,2024-01-15,2019-01-14,2019-01-18,1824.0,20240115,5,9700000.0,0.0,97000.0,97000.0
60018907,80034500,Flex Prem Premium Collection  ,IF,2024-01-05,2018-12-07,2018-12-14,1859.0,20240115,5,8750000.0,0.0,88000.0,88000.0
60018907,80034500,Single Premium Top-up         ,IF,2024-01-08,2018-12-07,2018-12-14,1859.0,20240115,5,3417000.0,0.0,34000.0,34000.0
60018907,80034544,Flex Prem Premium Collection  ,IF,2024-01-09,2018-12-10,2018-12-14,1859.0,20240115,5,9403000.0,0.0,101000.0,101000.0
60018907,80034544,Single Premium Top-up         ,IF,2024-01-11,2018-12-10,2018-12-14,1859.0,20240115,5,597000.0,0.0,6000.0,6000.0
60019008,80035322,Flex Prem Premium Collection  ,IF,2024-01-15,2018-12-21,2018-12-29,1844.0,20240115,5,5502000.0,0.0,55000.0,55000.0
60019008,80050399,Flex Prem Premium Collection  ,IF,2024-01-08,2019-09-27,2019-10-08,1561.0,20240115,5,10571000.0,0.0,423000.0,423000.0
60019008,80050399,Single Premium Top-up         ,IF,2024-01-09,2019-09-27,2019-10-08,1561.0,20240115,5,4429000.0,0.0,89000.0,89000.0
60019105,80025403,Flex Prem Premium Collection  ,IF,2024-01-09,2018-06-26,2018-07-06,2020.0,20240115,5,1000000.0,0.0,10000.0,10000.0
60019105,80064887,Flex Prem Premium Collection  ,IF,2024-01-11,2020-10-14,2020-10-21,1182.0,20240115,5,4561000.0,0.0,274000.0,274000.0
60019105,80066756,Flex Prem Premium Collection  ,IF,2024-01-15,2020-11-13,2020-11-17,1155.0,20240115,5,5172000.0,0.0,309000.0,309000.0
60019105,80078531,Premium Collection            ,IF,2024-01-15,2021-04-12,2021-04-15,1006.0,20240115,5,3722000.0,0.0,267000.0,267000.0
60019105,80080846,Premium Collection            ,IF,2024-01-04,2021-05-05,2021-05-10,981.0,20240115,5,15689000.0,0.0,1264000.0,1264000.0
60019105,80081124,Premium Collection            ,IF,2024-01-12,2021-05-13,2021-05-16,975.0,20240115,5,5035000.0,0.0,367000.0,367000.0
60019105,80086191,Premium Collection            ,IF,2024-01-15,2021-07-08,2021-07-10,920.0,20240115,5,13190000.0,0.0,1077000.0,1077000.0
60019105,80101654,Premium Collection            ,IF,2024-01-15,2022-01-13,2022-01-19,727.0,20240115,5,32196000.0,0.0,2360000.0,2360000.0
60019105,80130068,Premium Collection            ,IF,2024-01-03,2022-12-27,2023-01-10,371.0,20240115,5,26690000.0,0.0,2466000.0,2466000.0
60019105,80131021,Premium Collection            ,IF,2024-01-05,2022-12-31,2023-01-10,371.0,20240115,5,9532000.0,0.0,870000.0,870000.0
60019328,80038556,Flex Prem Premium Collection  ,IF,2024-01-03,2019-02-28,2019-03-18,1765.0,20240115,5,3000000.0,0.0,120000.0,120000.0
60019501,80041971,Flex Prem Premium Collection  ,IF,2024-01-09,2019-04-22,2019-04-24,1728.0,20240115,5,2567000.0,0.0,103000.0,103000.0
60019512,80053001,Flex Prem Premium Collection  ,IF,2024-01-11,2019-11-25,2019-11-30,1508.0,20240115,5,4445000.0,0.0,178000.0,178000.0
60019512,80053001,Single Premium Top-up         ,IF,2024-01-12,2019-11-25,2019-11-30,1508.0,20240115,5,2340000.0,0.0,47000.0,47000.0
60019648,80035857,Flex Prem Premium Collection  ,IF,2024-01-03,2018-12-26,2018-12-29,1844.0,20240115,5,12875000.0,0.0,144000.0,144000.0
60019648,80035857,Single Premium Top-up         ,IF,2024-01-04,2018-12-26,2018-12-29,1844.0,20240115,5,1879000.0,0.0,19000.0,19000.0
60019648,80035865,Flex Prem Premium Collection  ,IF,2024-01-03,2018-12-25,2018-12-28,1845.0,20240115,5,13102000.0,0.0,142000.0,142000.0
60019648,80035865,Single Premium Top-up         ,IF,2024-01-04,2018-12-25,2018-12-28,1845.0,20240115,5,1809000.0,0.0,18000.0,18000.0
60019648,80071286,Flex Prem Premium Collection  ,IF,2024-01-03,2020-12-31,2021-01-08,1103.0,20240115,5,4000000.0,0.0,240000.0,240000.0
60019678,80055453,Flex Prem Premium Collection  ,IF,2024-01-09,2020-01-09,2020-01-13,1464.0,20240115,5,10166000.0,0.0,413000.0,413000.0
60019678,80055453,Single Premium Top-up         ,IF,2024-01-11,2020-01-09,2020-01-13,1464.0,20240115,5,1788000.0,0.0,36000.0,36000.0
60019678,80071906,Flex Prem Premium Collection  ,IF,2024-01-11,2021-01-12,2021-01-18,1093.0,20240115,5,10334000.0,0.0,620000.0,620000.0
60019678,80100674,Premium Collection            ,IF,2024-01-03,2021-12-30,2022-01-08,738.0,20240115,5,10121000.0,0.0,806000.0,806000.0
60019685,80012873,Flex Prem Premium Collection  ,IF,2024-01-02,2017-06-26,2017-06-29,2392.0,20240115,5,4946000.0,0.0,51000.0,51000.0
60019685,80019217,Flex Prem Premium Collection  ,IF,2024-01-15,2017-12-28,2018-01-05,2202.0,20240115,5,4119000.0,0.0,44000.0,44000.0
60019730,80055328,Flex Prem Premium Collection  ,IF,2024-01-08,2020-01-03,2020-01-13,1464.0,20240115,5,8026000.0,0.0,321000.0,321000.0
60019730,80055328,Single Premium Top-up         ,IF,2024-01-09,2020-01-03,2020-01-13,1464.0,20240115,5,2666000.0,0.0,53000.0,53000.0
60019730,80071778,Flex Prem Premium Collection  ,IF,2024-01-06,2021-01-07,2021-01-13,1098.0,20240115,5,4005000.0,0.0,241000.0,241000.0
60019749,80055264,Single Premium Top-up         ,IF,2024-01-02,2020-01-02,2020-01-08,1469.0,20240115,5,1728000.0,0.0,35000.0,35000.0
60019749,80055267,Single Premium Top-up         ,IF,2024-01-05,2020-01-02,2020-01-08,1469.0,20240115,5,1706000.0,0.0,34000.0,34000.0
60019749,80055268,Single Premium Top-up         ,IF,2024-01-05,2020-01-02,2020-01-08,1469.0,20240115,5,1352000.0,0.0,27000.0,27000.0
60019755,80059580,Flex Prem Premium Collection  ,IF,2024-01-10,2020-06-15,2020-06-24,1301.0,20240115,5,2660000.0,0.0,155000.0,155000.0
60019755,80059580,Single Premium Top-up         ,IF,2024-01-11,2020-06-15,2020-06-24,1301.0,20240115,5,3342000.0,0.0,100000.0,100000.0
60019755,80068276,Flex Prem Premium Collection  ,IF,2024-01-05,2020-11-30,2020-12-10,1132.0,20240115,5,3001000.0,0.0,180000.0,180000.0
60019755,80069321,Flex Prem Premium Collection  ,IF,2024-01-08,2020-12-23,2020-12-30,1112.0,20240115,5,5000000.0,0.0,300000.0,300000.0
60019755,80086626,Premium Collection            ,IF,2024-01-04,2021-07-13,2021-07-20,910.0,20240115,5,7549000.0,0.0,540000.0,540000.0
60019755,80111205,Premium Collection            ,IF,2024-01-04,2022-05-31,2022-06-13,582.0,20240115,5,6000000.0,0.0,600000.0,600000.0
60019755,80129444,Premium Collection            ,IF,2024-01-09,2022-12-23,2022-12-29,383.0,20240115,5,7496000.0,0.0,673000.0,673000.0
60019802,80054135,Flex Prem Premium Collection  ,IF,2024-01-08,2019-12-28,2020-01-08,1469.0,20240115,5,6000000.0,0.0,241000.0,241000.0
60019803,80098006,Premium Collection            ,IF,2024-01-15,2021-11-30,2021-12-10,767.0,20240115,5,4980000.0,0.0,385000.0,385000.0
60019805,80101962,Premium Collection            ,IF,2024-01-09,2022-01-19,2022-01-27,719.0,20240115,5,13355000.0,0.0,881000.0,881000.0
60020064,80036496,Flex Prem Premium Collection  ,IF,2024-01-02,2019-01-03,2019-01-08,1834.0,20240115,5,4760000.0,0.0,50000.0,50000.0
60020064,80036496,Single Premium Top-up         ,IF,2024-01-04,2019-01-03,2019-01-08,1834.0,20240115,5,1513000.0,0.0,15000.0,15000.0
60020134,80055072,Flex Prem Premium Collection  ,IF,2024-01-12,2019-12-26,2019-12-31,1477.0,20240115,5,3000000.0,0.0,120000.0,120000.0
60020151,80029134,Flex Prem Premium Collection  ,IF,2024-01-02,2018-09-04,2018-09-13,1951.0,20240115,5,2000000.0,0.0,20000.0,20000.0
60020151,80032645,Flex Prem Premium Collection  ,IF,2024-01-08,2018-11-23,2018-12-09,1864.0,20240115,5,5789000.0,0.0,58000.0,58000.0
60020151,80032651,Flex Prem Premium Collection  ,IF,2024-01-08,2018-11-12,2018-11-16,1887.0,20240115,5,4710000.0,0.0,55000.0,55000.0
60020151,80036790,Flex Prem Premium Collection  ,IF,2024-01-15,2019-01-16,2019-01-20,1822.0,20240115,5,500000.0,0.0,5000.0,5000.0
60020180,80041116,Flex Prem Premium Collection  ,IF,2024-01-08,2019-03-28,2019-04-05,1747.0,20240115,5,4552000.0,0.0,182000.0,182000.0
60020313,80046582,Flex Prem Premium Collection  ,IF,2024-01-08,2019-07-15,2019-07-22,1639.0,20240115,5,3339000.0,0.0,134000.0,134000.0
60020313,80046582,Single Premium Top-up         ,IF,2024-01-15,2019-07-15,2019-07-22,1639.0,20240115,5,1823000.0,0.0,36000.0,36000.0
60020328,80098194,Premium Collection            ,IF,2024-01-04,2021-12-06,2021-12-12,765.0,20240115,5,20256000.0,0.0,1489000.0,1489000.0
60020387,80007325,Flex Prem Premium Collection  ,IF,2024-01-15,2016-11-30,2016-12-04,2599.0,20240115,5,11175000.0,0.0,112000.0,112000.0
60020387,80009062,Flex Prem Premium Collection  ,IF,2024-01-08,2017-01-18,2017-02-01,2540.0,20240115,5,3835000.0,0.0,38000.0,38000.0
60020387,80009207,Flex Prem Premium Collection  ,IF,2024-01-12,2017-01-13,2017-01-23,2549.0,20240115,5,141000.0,0.0,1000.0,1000.0
60020387,80019507,Flex Prem Premium Collection  ,IF,2024-01-15,2018-01-16,2018-01-22,2185.0,20240115,5,7000000.0,0.0,70000.0,70000.0
60020387,80034928,Flex Prem Premium Collection  ,IF,2024-01-15,2019-01-21,2019-01-30,1812.0,20240115,5,10096000.0,0.0,103000.0,103000.0
60020387,80042726,Flex Prem Premium Collection  ,IF,2024-01-11,2019-04-29,2019-05-09,1713.0,20240115,5,43000.0,0.0,2000.0,2000.0
60020387,80042726,Single Premium Top-up         ,IF,2024-01-12,2019-04-29,2019-05-09,1713.0,20240115,5,956000.0,0.0,19000.0,19000.0
60020387,80042746,Flex Prem Premium Collection  ,IF,2024-01-03,2019-05-07,2019-05-13,1709.0,20240115,5,2427000.0,0.0,102000.0,102000.0
60020387,80042746,Single Premium Top-up         ,IF,2024-01-04,2019-05-07,2019-05-13,1709.0,20240115,5,2602000.0,0.0,52000.0,52000.0
60020387,80052972,Flex Prem Premium Collection  ,IF,2024-01-04,2019-11-25,2019-11-29,1509.0,20240115,5,1050000.0,0.0,29000.0,29000.0
60020387,80053020,Flex Prem Premium Collection  ,IF,2024-01-04,2019-11-25,2019-11-29,1509.0,20240115,5,1060000.0,0.0,22000.0,22000.0
60020387,80053642,Flex Prem Premium Collection  ,IF,2024-01-04,2019-12-03,2019-12-07,1501.0,20240115,5,5915000.0,0.0,242000.0,242000.0
60020387,80055793,Flex Prem Premium Collection  ,IF,2024-01-15,2020-01-16,2020-01-21,1456.0,20240115,5,4129000.0,0.0,163000.0,163000.0
60020387,80067859,Flex Prem Premium Collection  ,IF,2024-01-08,2020-11-28,2020-12-02,1140.0,20240115,5,5010000.0,0.0,300000.0,300000.0
60020387,80086067,Premium Collection            ,IF,2024-01-04,2021-07-05,2021-07-08,922.0,20240115,5,7509000.0,0.0,558000.0,558000.0
60020497,80035283,Flex Prem Premium Collection  ,IF,2024-01-04,2018-12-22,2019-01-03,1839.0,20240115,5,5360000.0,0.0,62000.0,62000.0
60020497,80035283,Single Premium Top-up         ,IF,2024-01-05,2018-12-22,2019-01-03,1839.0,20240115,5,100000.0,0.0,1000.0,1000.0
60020497,80036557,Flex Prem Premium Collection  ,IF,2024-01-05,2019-01-11,2019-01-18,1824.0,20240115,5,11112000.0,0.0,111000.0,111000.0
60020597,80052476,Flex Prem Premium Collection  ,IF,2024-01-11,2019-11-13,2019-11-20,1518.0,20240115,5,5255000.0,0.0,210000.0,210000.0
60020597,80052476,Single Premium Top-up         ,IF,2024-01-12,2019-11-13,2019-11-20,1518.0,20240115,5,828000.0,0.0,17000.0,17000.0
60020671,80033559,Flex Prem Premium Collection  ,IF,2024-01-12,2018-11-28,2018-12-15,1858.0,20240115,5,9604000.0,0.0,101000.0,101000.0
60020671,80033559,Single Premium Top-up         ,IF,2024-01-15,2018-11-28,2018-12-15,1858.0,20240115,5,2988000.0,0.0,30000.0,30000.0
60020775,80084164,Premium Collection            ,IF,2024-01-04,2021-06-18,2021-06-24,936.0,20240115,5,5857000.0,0.0,450000.0,450000.0
60020779,80057515,Flex Prem Premium Collection  ,IF,2024-01-02,2020-03-31,2020-04-07,1379.0,20240115,5,2000000.0,0.0,120000.0,120000.0
60020911,80053793,Single Premium Top-up         ,IF,2024-01-11,2019-12-10,2019-12-17,1491.0,20240115,5,1802000.0,0.0,36000.0,36000.0
60020953,80099641,Premium Collection            ,IF,2024-01-10,2021-12-22,2021-12-30,747.0,20240115,5,25196000.0,0.0,1808000.0,1808000.0
60020967,80061456,Flex Prem Premium Collection  ,IF,2024-01-08,2020-08-04,2020-08-08,1256.0,20240115,5,5556000.0,0.0,333000.0,333000.0
60021036,80047567,Flex Prem Premium Collection  ,IF,2024-01-15,2019-07-27,2019-08-07,1623.0,20240115,5,4374000.0,0.0,175000.0,175000.0
60021044,80008356,Flex Prem Premium Collection  ,IF,2024-01-03,2016-12-26,2016-12-29,2574.0,20240115,5,2908000.0,0.0,29000.0,29000.0
60021044,80070723,Flex Prem Premium Collection  ,IF,2024-01-08,2020-12-30,2021-01-10,1101.0,20240115,5,33015000.0,0.0,1980000.0,1980000.0
60021044,80070731,Flex Prem Premium Collection  ,IF,2024-01-08,2020-12-30,2021-01-10,1101.0,20240115,5,20409000.0,0.0,1226000.0,1226000.0
60021046,80046667,Flex Prem Premium Collection  ,IF,2024-01-08,2019-07-31,2019-08-07,1623.0,20240115,5,3850000.0,0.0,154000.0,154000.0
60021047,80001116,Premium Collection            ,IF,2024-01-04,2015-11-30,2015-12-03,2966.0,20240115,5,7233000.0,0.0,146000.0,146000.0
60021047,80001633,Premium Collection            ,IF,2024-01-11,2016-01-11,2016-01-18,2920.0,20240115,5,6025000.0,0.0,130000.0,130000.0
60021047,80036320,Flex Prem Premium Collection  ,IF,2024-01-15,2018-12-28,2019-01-07,1835.0,20240115,5,4883000.0,0.0,49000.0,49000.0
60021136,80034006,Flex Prem Premium Collection  ,IF,2024-01-02,2019-01-15,2019-02-13,1798.0,20240115,5,8195000.0,0.0,88000.0,88000.0
60021136,80034006,Full Contract Reversal        ,IF,2024-01-02,2019-01-15,2019-02-13,1798.0,20240115,5,-3223000.0,0.0,-32000.0,-32000.0
60021136,80034006,Single Premium Top-up         ,IF,2024-01-02,2019-01-15,2019-02-13,1798.0,20240115,5,3223000.0,0.0,32000.0,32000.0
60021136,80035634,Full Contract Reversal        ,IF,2024-01-04,2018-12-29,2019-01-11,1831.0,20240115,5,-3111000.0,0.0,-31000.0,-31000.0
60021136,80035634,Single Premium Top-up         ,IF,2024-01-04,2018-12-29,2019-01-11,1831.0,20240115,5,2991000.0,0.0,30000.0,30000.0
60021151,80055679,Flex Prem Premium Collection  ,IF,2024-01-14,2020-01-17,2020-02-04,1442.0,20240115,5,5539000.0,0.0,222000.0,222000.0
60021151,80055679,Single Premium Top-up         ,IF,2024-01-15,2020-01-17,2020-02-04,1442.0,20240115,5,922000.0,0.0,37000.0,37000.0
60021257,80102117,Premium Collection            ,IF,2024-01-08,2022-01-20,2022-02-11,704.0,20240115,5,15000000.0,0.0,1051000.0,1051000.0
60021264,80046734,Flex Prem Premium Collection  ,IF,2024-01-10,2019-07-19,2019-07-29,1632.0,20240115,5,4943000.0,0.0,198000.0,198000.0
60021309,80071746,Flex Prem Premium Collection  ,IF,2024-01-08,2021-01-11,2021-01-13,1098.0,20240115,5,5000000.0,0.0,301000.0,301000.0
60021309,80071747,Flex Prem Premium Collection  ,IF,2024-01-08,2021-01-11,2021-01-13,1098.0,20240115,5,5000000.0,0.0,301000.0,301000.0
60021309,80071798,Flex Prem Premium Collection  ,IF,2024-01-10,2021-01-07,2021-01-13,1098.0,20240115,5,5000000.0,0.0,300000.0,300000.0
60021309,80071799,Flex Prem Premium Collection  ,IF,2024-01-10,2021-01-07,2021-01-13,1098.0,20240115,5,5000000.0,0.0,301000.0,301000.0
60021309,80071801,Flex Prem Premium Collection  ,IF,2024-01-10,2021-01-11,2021-01-13,1098.0,20240115,5,5000000.0,0.0,299000.0,299000.0
60021309,80071802,Flex Prem Premium Collection  ,IF,2024-01-10,2021-01-11,2021-01-13,1098.0,20240115,5,5000000.0,0.0,300000.0,300000.0
60021309,80071882,Flex Prem Premium Collection  ,IF,2024-01-10,2021-01-13,2021-01-19,1092.0,20240115,5,6000000.0,0.0,360000.0,360000.0
60021309,80081708,Premium Collection            ,IF,2024-01-10,2021-05-24,2021-05-28,963.0,20240115,5,4194000.0,0.0,298000.0,298000.0
60021310,80053040,Component change - prem coll  ,IF,2024-01-11,2019-11-27,2019-12-03,1505.0,20240115,5,165000.0,63000.0,0.0,63000.0
60021310,80053040,Flex Prem Premium Collection  ,IF,2024-01-10,2019-11-27,2019-12-03,1505.0,20240115,5,8274000.0,0.0,331000.0,331000.0
60021310,80053040,Single Premium Top-up         ,IF,2024-01-11,2019-11-27,2019-12-03,1505.0,20240115,5,3103000.0,0.0,62000.0,62000.0
60021310,80053041,Component change - prem coll  ,IF,2024-01-10,2019-11-27,2019-12-03,1505.0,20240115,5,1096000.0,0.0,237000.0,237000.0
60021310,80053041,Component change - prem coll  ,IF,2024-01-11,2019-11-27,2019-12-03,1505.0,20240115,5,131000.0,50000.0,0.0,50000.0
60021310,80053041,Flex Prem Premium Collection  ,IF,2024-01-10,2019-11-27,2019-12-03,1505.0,20240115,5,5815000.0,0.0,233000.0,233000.0
60021310,80053041,Single Premium Top-up         ,IF,2024-01-11,2019-11-27,2019-12-03,1505.0,20240115,5,2657000.0,0.0,53000.0,53000.0
60021310,80068746,Flex Prem Premium Collection  ,IF,2024-01-12,2020-12-14,2020-12-18,1124.0,20240115,5,14099000.0,0.0,845000.0,845000.0
60021353,80052711,Flex Prem Premium Collection  ,IF,2024-01-11,2019-11-21,2019-12-12,1496.0,20240115,5,10199000.0,0.0,411000.0,411000.0
60021353,80070794,Component change - prem coll  ,IF,2024-01-03,2020-12-31,2021-01-11,1100.0,20240115,5,861000.0,344000.0,0.0,344000.0
60021353,80070794,Flex Prem Premium Collection  ,IF,2024-01-02,2020-12-31,2021-01-11,1100.0,20240115,5,12003000.0,0.0,718000.0,718000.0
60021354,80009254,Flex Prem Premium Collection  ,IF,2024-01-14,2017-01-16,2017-01-16,2556.0,20240115,5,7895000.0,0.0,79000.0,79000.0
60021354,80009254,Single Premium Top-up         ,IF,2024-01-15,2017-01-16,2017-01-16,2556.0,20240115,5,2555000.0,0.0,26000.0,26000.0
60021354,80009285,Flex Prem Premium Collection  ,IF,2024-01-10,2017-01-17,2017-01-17,2555.0,20240115,5,490000.0,0.0,5000.0,5000.0
60021354,80009505,Flex Prem Premium Collection  ,IF,2024-01-10,2017-01-19,2017-01-19,2553.0,20240115,5,525000.0,0.0,5000.0,5000.0
60021354,80010347,Flex Prem Premium Collection  ,IF,2024-01-15,2017-03-10,2017-03-17,2496.0,20240115,5,2865000.0,0.0,29000.0,29000.0
60021354,80011275,Flex Prem Premium Collection  ,IF,2024-01-15,2017-04-24,2017-05-06,2446.0,20240115,5,1169000.0,0.0,12000.0,12000.0
60021354,80018394,Flex Prem Premium Collection  ,IF,2024-01-15,2017-12-20,2017-12-28,2210.0,20240115,5,12487000.0,0.0,145000.0,145000.0
60021354,80019444,Flex Prem Premium Collection  ,IF,2024-01-15,2018-01-12,2018-01-23,2184.0,20240115,5,7941000.0,0.0,79000.0,79000.0
60021354,80024472,Flex Prem Premium Collection  ,IF,2024-01-05,2018-06-05,2018-06-18,2038.0,20240115,5,5000000.0,0.0,50000.0,50000.0
60021354,80044781,Flex Prem Premium Collection  ,IF,2024-01-04,2019-06-21,2019-07-03,1658.0,20240115,5,5200000.0,0.0,209000.0,209000.0
60021354,80044781,Single Premium Top-up         ,IF,2024-01-05,2019-06-21,2019-07-03,1658.0,20240115,5,133000.0,0.0,3000.0,3000.0
60021354,80055081,Flex Prem Premium Collection  ,IF,2024-01-05,2019-12-31,2020-01-13,1464.0,20240115,5,4445000.0,0.0,178000.0,178000.0
60021354,80055081,Single Premium Top-up         ,IF,2024-01-08,2019-12-31,2020-01-13,1464.0,20240115,5,1572000.0,0.0,31000.0,31000.0
60021354,80061499,Flex Prem Premium Collection  ,IF,2024-01-11,2020-07-31,2020-08-09,1255.0,20240115,5,2000000.0,0.0,120000.0,120000.0
60021354,80063967,Flex Prem Premium Collection  ,IF,2024-01-04,2020-09-28,2020-10-12,1191.0,20240115,5,4000000.0,0.0,240000.0,240000.0
60021354,80071281,Flex Prem Premium Collection  ,IF,2024-01-03,2020-12-31,2021-01-08,1103.0,20240115,5,9430000.0,0.0,565000.0,565000.0
60021354,80100213,Premium Collection            ,IF,2024-01-04,2021-12-29,2022-01-17,729.0,20240115,5,11303000.0,0.0,867000.0,867000.0
60021373,80054556,Flex Prem Premium Collection  ,IF,2024-01-11,2019-12-24,2019-12-31,1477.0,20240115,5,8928000.0,0.0,345000.0,345000.0
60021373,80055199,Flex Prem Premium Collection  ,IF,2024-01-02,2019-12-27,2020-01-06,1471.0,20240115,5,11222000.0,0.0,448000.0,448000.0
