,Commission Agent,Policy No,Premium transaction name,Policy Status,Applied Premium Date,CheckTer,Issued Date,Receive Policy date,Freelook,CUTOFF,Premium Collected,FYC,RYC,Status
585,60011125,80009143,Single Premium Top-up         ,IF,2024-01-15,,2017-01-11,2017-01-17,2555.0,20240115,3500000.0,0.0,35000.0,5
586,60011125,80009143,Single Premium Top-up         ,IF,2024-01-15,,2017-01-11,2017-01-17,2566.0,20240126,3500000.0,0.0,35000.0,5
587,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-03,,2017-01-16,2017-01-22,2550.0,20240115,581000.0,0.0,6000.0,5
588,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-03,,2017-01-16,2017-01-22,2561.0,20240126,581000.0,0.0,6000.0,5
589,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-04,,2017-01-16,2017-01-22,2550.0,20240115,581000.0,0.0,6000.0,5
590,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-04,,2017-01-16,2017-01-22,2561.0,20240126,581000.0,0.0,6000.0,5
591,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-05,,2017-01-16,2017-01-22,2550.0,20240115,581000.0,0.0,6000.0,5
592,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-05,,2017-01-16,2017-01-22,2561.0,20240126,581000.0,0.0,6000.0,5
593,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-06,,2017-01-16,2017-01-22,2550.0,20240115,581000.0,0.0,6000.0,5
594,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-06,,2017-01-16,2017-01-22,2561.0,20240126,581000.0,0.0,6000.0,5
595,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-07,,2017-01-16,2017-01-22,2550.0,20240115,581000.0,0.0,6000.0,5
596,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-07,,2017-01-16,2017-01-22,2561.0,20240126,581000.0,0.0,6000.0,5
597,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-08,,2017-01-16,2017-01-22,2550.0,20240115,581000.0,0.0,6000.0,5
598,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-08,,2017-01-16,2017-01-22,2561.0,20240126,581000.0,0.0,6000.0,5
599,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-09,,2017-01-16,2017-01-22,2550.0,20240115,581000.0,0.0,6000.0,5
600,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-09,,2017-01-16,2017-01-22,2561.0,20240126,581000.0,0.0,6000.0,5
601,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-10,,2017-01-16,2017-01-22,2550.0,20240115,1514000.0,0.0,21000.0,5
602,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-10,,2017-01-16,2017-01-22,2561.0,20240126,1514000.0,0.0,21000.0,5
603,60011125,80009239,Flex Prem Premium Collection  ,IF,2024-01-17,,2017-01-16,2017-01-22,2561.0,20240126,5581000.0,0.0,62000.0,5
604,60011125,80009239,Full Contract Reversal        ,IF,2024-01-17,,2017-01-16,2017-01-22,2561.0,20240126,-4648000.0,0.0,-57000.0,5
605,60011125,80009239,Single Premium Top-up         ,IF,2024-01-18,,2017-01-16,2017-01-22,2561.0,20240126,3838000.0,0.0,38000.0,5
606,60011224,80019607,Flex Prem Premium Collection  ,IF,2024-01-22,,2018-01-23,2018-01-31,2187.0,20240126,15000000.0,0.0,150000.0,5
607,60011224,80019607,Single Premium Top-up         ,IF,2024-01-24,,2018-01-23,2018-01-31,2187.0,20240126,5104000.0,0.0,51000.0,5
608,60011234,80058813,Flex Prem Premium Collection  ,IF,2024-01-12,,2020-05-27,2020-06-15,1310.0,20240115,5000000.0,0.0,320000.0,5
609,60011234,80058813,Flex Prem Premium Collection  ,IF,2024-01-12,,2020-05-27,2020-06-15,1321.0,20240126,5000000.0,0.0,320000.0,5
610,60011277,80019768,Flex Prem Premium Collection  ,IF,2024-01-23,,2018-01-24,2018-01-26,2192.0,20240126,104000.0,0.0,1000.0,5
611,60011319,80017336,Flex Prem Premium Collection  ,IF,2024-01-04,,2017-11-23,2017-12-13,2225.0,20240115,4000000.0,0.0,40000.0,5
612,60011319,80017336,Flex Prem Premium Collection  ,IF,2024-01-04,,2017-11-23,2017-12-13,2236.0,20240126,4000000.0,0.0,40000.0,5
613,60011319,80018973,Flex Prem Premium Collection  ,IF,2024-01-05,,2017-12-27,2018-01-09,2198.0,20240115,8000000.0,0.0,80000.0,5
614,60011319,80018973,Flex Prem Premium Collection  ,IF,2024-01-05,,2017-12-27,2018-01-09,2209.0,20240126,8000000.0,0.0,80000.0,5
615,60011319,80018973,Single Premium Top-up         ,IF,2024-01-08,,2017-12-27,2018-01-09,2198.0,20240115,2653000.0,0.0,27000.0,5
616,60011319,80018973,Single Premium Top-up         ,IF,2024-01-08,,2017-12-27,2018-01-09,2209.0,20240126,2653000.0,0.0,27000.0,5
617,60011370,80009012,Flex Prem Premium Collection  ,IF,2024-01-05,,2017-01-13,2017-01-20,2552.0,20240115,1500000.0,0.0,15000.0,5
618,60011370,80009012,Flex Prem Premium Collection  ,IF,2024-01-05,,2017-01-13,2017-01-20,2563.0,20240126,1500000.0,0.0,15000.0,5
619,60011375,80017354,Flex Prem Premium Collection  ,IF,2024-01-19,,2017-11-23,2017-11-29,2250.0,20240126,2000000.0,0.0,20000.0,5
620,60011375,80019630,Flex Prem Premium Collection  ,IF,2024-01-19,,2018-01-19,2018-01-23,2195.0,20240126,5235000.0,0.0,55000.0,5
621,60011375,80029150,Flex Prem Premium Collection  ,IF,2024-01-25,,2018-09-06,2018-09-10,1965.0,20240126,2360000.0,0.0,24000.0,5
622,60011382,80019038,Flex Prem Premium Collection  ,IF,2024-01-03,,2017-12-27,2018-01-04,2203.0,20240115,1000000.0,0.0,10000.0,5
623,60011382,80019038,Flex Prem Premium Collection  ,IF,2024-01-03,,2017-12-27,2018-01-04,2214.0,20240126,1000000.0,0.0,10000.0,5
624,60011515,80019777,Flex Prem Premium Collection  ,IF,2024-01-26,,2018-01-24,2018-02-02,2185.0,20240126,5031000.0,0.0,50000.0,5
625,60011529,80017401,Flex Prem Premium Collection  ,IF,2024-01-22,,2017-11-24,2017-11-29,2250.0,20240126,5300000.0,0.0,60000.0,5
626,60011529,80019464,Flex Prem Premium Collection  ,IF,2024-01-15,,2018-01-23,2018-01-27,2180.0,20240115,3647000.0,0.0,36000.0,5
627,60011529,80019464,Flex Prem Premium Collection  ,IF,2024-01-15,,2018-01-23,2018-01-27,2191.0,20240126,3647000.0,0.0,36000.0,5
628,60011562,80019794,Flex Prem Premium Collection  ,IF,2024-01-24,,2018-01-24,2018-01-31,2187.0,20240126,6667000.0,0.0,67000.0,5
629,60011562,80019794,Single Premium Top-up         ,IF,2024-01-25,,2018-01-24,2018-01-31,2187.0,20240126,2123000.0,0.0,21000.0,5
630,60011562,80019796,Flex Prem Premium Collection  ,IF,2024-01-24,,2018-01-24,2018-01-31,2187.0,20240126,8602000.0,0.0,90000.0,5
631,60011562,80019796,Single Premium Top-up         ,IF,2024-01-25,,2018-01-24,2018-01-31,2187.0,20240126,3978000.0,0.0,40000.0,5
632,60011562,80019798,Flex Prem Premium Collection  ,IF,2024-01-24,,2018-01-24,2018-01-31,2187.0,20240126,6495000.0,0.0,65000.0,5
633,60011562,80019798,Single Premium Top-up         ,IF,2024-01-25,,2018-01-24,2018-01-31,2187.0,20240126,1617000.0,0.0,16000.0,5
634,60011562,80019906,Flex Prem Premium Collection  ,IF,2024-01-24,,2018-01-25,2018-01-30,2188.0,20240126,6545000.0,0.0,65000.0,5
635,60011562,80019906,Single Premium Top-up         ,IF,2024-01-25,,2018-01-25,2018-01-30,2188.0,20240126,1380000.0,0.0,14000.0,5
636,60011582,80019490,Premium Collection            ,IF,2024-01-14,,2018-01-16,2018-01-18,2189.0,20240115,7065000.0,0.0,141000.0,5
637,60011582,80019490,Premium Collection            ,IF,2024-01-14,,2018-01-16,2018-01-18,2200.0,20240126,7065000.0,0.0,141000.0,5
638,60011617,80017467,Flex Prem Premium Collection  ,IF,2024-01-23,,2017-11-25,2017-11-28,2251.0,20240126,1180000.0,0.0,17000.0,5
639,60011617,80019398,Flex Prem Premium Collection  ,IF,2024-01-09,,2018-01-11,2018-01-17,2190.0,20240115,150000.0,0.0,2000.0,5
640,60011617,80019398,Flex Prem Premium Collection  ,IF,2024-01-09,,2018-01-11,2018-01-17,2201.0,20240126,150000.0,0.0,2000.0,5
641,60011630,80021774,Flex Prem Premium Collection  ,IF,2024-01-16,,2018-03-27,2018-04-02,2126.0,20240126,3334000.0,0.0,33000.0,5
642,60011630,80021779,Flex Prem Premium Collection  ,IF,2024-01-16,,2018-03-27,2018-04-02,2126.0,20240126,2692000.0,0.0,27000.0,5
643,60011631,80019434,Flex Prem Premium Collection  ,IF,2024-01-15,,2018-01-12,2018-01-21,2186.0,20240115,9615000.0,0.0,111000.0,5
644,60011631,80019434,Flex Prem Premium Collection  ,IF,2024-01-15,,2018-01-12,2018-01-21,2197.0,20240126,9615000.0,0.0,111000.0,5
645,60011631,80019435,Flex Prem Premium Collection  ,IF,2024-01-15,,2018-01-12,2018-01-21,2186.0,20240115,9807000.0,0.0,117000.0,5
646,60011631,80019435,Flex Prem Premium Collection  ,IF,2024-01-15,,2018-01-12,2018-01-21,2197.0,20240126,9807000.0,0.0,117000.0,5
647,60011633,80019821,Flex Prem Premium Collection  ,IF,2024-01-24,,2018-01-24,2018-02-02,2185.0,20240126,93000.0,0.0,1000.0,5
648,60011656,80019160,Flex Prem Premium Collection  ,IF,2024-01-05,,2017-12-28,2018-01-05,2202.0,20240115,2300000.0,0.0,23000.0,5
649,60011656,80019160,Flex Prem Premium Collection  ,IF,2024-01-05,,2017-12-28,2018-01-05,2213.0,20240126,2300000.0,0.0,23000.0,5
650,60011656,80027430,Flex Prem Premium Collection  ,IF,2024-01-26,,2018-08-07,2018-08-10,1996.0,20240126,4024000.0,0.0,40000.0,5
651,60011656,80034705,Flex Prem Premium Collection  ,IF,2024-01-05,,2018-12-13,2018-12-17,1856.0,20240115,6282000.0,0.0,70000.0,5
652,60011656,80034705,Flex Prem Premium Collection  ,IF,2024-01-05,,2018-12-13,2018-12-17,1867.0,20240126,6282000.0,0.0,70000.0,5
653,60011656,80034705,Single Premium Top-up         ,IF,2024-01-08,,2018-12-13,2018-12-17,1856.0,20240115,2318000.0,0.0,23000.0,5
654,60011656,80034705,Single Premium Top-up         ,IF,2024-01-08,,2018-12-13,2018-12-17,1867.0,20240126,2318000.0,0.0,23000.0,5
655,60011656,80060687,Flex Prem Premium Collection  ,IF,2024-01-26,,2020-07-15,2020-07-25,1281.0,20240126,4800000.0,0.0,288000.0,5
656,60011671,80019926,Flex Prem Premium Collection  ,IF,2024-01-24,,2018-01-25,2018-02-02,2185.0,20240126,100000.0,0.0,1000.0,5
657,60011674,80019719,Flex Prem Premium Collection  ,IF,2024-01-22,,2018-01-23,2018-01-29,2189.0,20240126,150000.0,0.0,2000.0,5
658,60011674,80019719,Flex Prem Premium Collection  ,IF,2024-01-24,,2018-01-23,2018-01-29,2189.0,20240126,5796000.0,0.0,61000.0,5
659,60011674,80019719,Single Premium Top-up         ,IF,2024-01-25,,2018-01-23,2018-01-29,2189.0,20240126,2121000.0,0.0,21000.0,5
660,60011716,80019428,Flex Prem Premium Collection  ,IF,2024-01-18,,2018-01-11,2018-01-15,2203.0,20240126,6272000.0,0.0,65000.0,5
661,60011736,80018025,Flex Prem Premium Collection  ,IF,2024-01-11,,2017-12-08,2017-12-14,2224.0,20240115,8515000.0,0.0,90000.0,5
662,60011736,80018025,Flex Prem Premium Collection  ,IF,2024-01-11,,2017-12-08,2017-12-14,2235.0,20240126,8515000.0,0.0,90000.0,5
663,60011736,80018025,Single Premium Top-up         ,IF,2024-01-12,,2017-12-08,2017-12-14,2224.0,20240115,3896000.0,0.0,39000.0,5
664,60011736,80018025,Single Premium Top-up         ,IF,2024-01-12,,2017-12-08,2017-12-14,2235.0,20240126,3896000.0,0.0,39000.0,5
665,60011736,80019740,Flex Prem Premium Collection  ,IF,2024-01-23,,2018-01-23,2018-01-29,2189.0,20240126,9287000.0,0.0,96000.0,5
666,60011736,80019740,Single Premium Top-up         ,IF,2024-01-24,,2018-01-23,2018-01-29,2189.0,20240126,5606000.0,0.0,56000.0,5
667,60011736,80036611,Flex Prem Premium Collection  ,IF,2024-01-11,,2019-01-11,2019-01-15,1827.0,20240115,5206000.0,0.0,54000.0,5
668,60011736,80036611,Flex Prem Premium Collection  ,IF,2024-01-11,,2019-01-11,2019-01-15,1838.0,20240126,5206000.0,0.0,54000.0,5
669,60011736,80036611,Single Premium Top-up         ,IF,2024-01-12,,2019-01-11,2019-01-15,1827.0,20240115,2022000.0,0.0,20000.0,5
670,60011736,80036611,Single Premium Top-up         ,IF,2024-01-12,,2019-01-11,2019-01-15,1838.0,20240126,2022000.0,0.0,20000.0,5
671,60011799,80019722,Flex Prem Premium Collection  ,IF,2024-01-22,,2018-01-23,2018-01-30,2188.0,20240126,4301000.0,0.0,46000.0,5
672,60011799,80019722,Single Premium Top-up         ,IF,2024-01-24,,2018-01-23,2018-01-30,2188.0,20240126,1657000.0,0.0,17000.0,5
673,60011862,80019329,Flex Prem Premium Collection  ,IF,2024-01-06,,2018-01-03,2018-01-10,2197.0,20240115,8406000.0,0.0,88000.0,5
674,60011862,80019329,Flex Prem Premium Collection  ,IF,2024-01-06,,2018-01-03,2018-01-10,2208.0,20240126,8406000.0,0.0,88000.0,5
675,60011880,80017951,Flex Prem Premium Collection  ,IF,2024-01-17,,2017-12-01,2017-12-06,2243.0,20240126,6000000.0,0.0,69000.0,5
676,60011880,80018786,Flex Prem Premium Collection  ,IF,2024-01-17,,2017-12-26,2018-01-06,2212.0,20240126,5007000.0,0.0,57000.0,5
677,60011880,80018789,Flex Prem Premium Collection  ,IF,2024-01-17,,2017-12-26,2018-01-06,2212.0,20240126,5008000.0,0.0,50000.0,5
678,60011880,80020250,Flex Prem Premium Collection  ,IF,2024-01-22,,2018-02-07,2018-02-11,2176.0,20240126,290000.0,0.0,3000.0,5
679,60011880,80020250,Flex Prem Premium Collection  ,IF,2024-01-23,,2018-02-07,2018-02-11,2176.0,20240126,290000.0,0.0,3000.0,5
680,60011880,80020250,Flex Prem Premium Collection  ,IF,2024-01-24,,2018-02-07,2018-02-11,2176.0,20240126,290000.0,0.0,3000.0,5
681,60011880,80020250,Flex Prem Premium Collection  ,IF,2024-01-25,,2018-02-07,2018-02-11,2176.0,20240126,290000.0,0.0,3000.0,5
682,60011880,80020250,Flex Prem Premium Collection  ,IF,2024-01-26,,2018-02-07,2018-02-11,2176.0,20240126,290000.0,0.0,3000.0,5
683,60011898,80026696,Flex Prem Premium Collection  ,IF,2024-01-08,,2018-07-25,2018-08-10,1985.0,20240115,2867000.0,0.0,29000.0,5
684,60011898,80026696,Flex Prem Premium Collection  ,IF,2024-01-08,,2018-07-25,2018-08-10,1996.0,20240126,2867000.0,0.0,29000.0,5
685,60011898,80026696,Flex Prem Premium Collection  ,IF,2024-01-24,,2018-07-25,2018-08-10,1996.0,20240126,1040000.0,0.0,20000.0,5
686,60011898,80026696,Single Premium Top-up         ,IF,2024-01-25,,2018-07-25,2018-08-10,1996.0,20240126,4986000.0,0.0,50000.0,5
687,60011905,80018168,Flex Prem Premium Collection  ,IF,2024-01-09,,2017-12-28,2018-01-11,2196.0,20240115,7405000.0,0.0,74000.0,5
688,60011905,80018168,Flex Prem Premium Collection  ,IF,2024-01-09,,2017-12-28,2018-01-11,2207.0,20240126,7405000.0,0.0,74000.0,5
689,60011905,80018168,Single Premium Top-up         ,IF,2024-01-11,,2017-12-28,2018-01-11,2196.0,20240115,1451000.0,0.0,15000.0,5
690,60011905,80018168,Single Premium Top-up         ,IF,2024-01-11,,2017-12-28,2018-01-11,2207.0,20240126,1451000.0,0.0,15000.0,5
691,60011906,80017987,Flex Prem Premium Collection  ,IF,2024-01-26,,2017-12-05,2017-12-19,2230.0,20240126,2573000.0,0.0,28000.0,5
692,60011906,80017988,Flex Prem Premium Collection  ,IF,2024-01-26,,2017-12-06,2017-12-19,2230.0,20240126,2492000.0,0.0,26000.0,5
693,60011906,80019593,Flex Prem Premium Collection  ,IF,2024-01-17,,2018-01-18,2018-01-30,2188.0,20240126,210000.0,0.0,4000.0,5
694,60011906,80019593,Flex Prem Premium Collection  ,IF,2024-01-26,,2018-01-18,2018-01-30,2188.0,20240126,2945000.0,0.0,29000.0,5
695,60011915,80019895,Flex Prem Premium Collection  ,IF,2024-01-24,,2018-01-25,2018-02-07,2180.0,20240126,8823000.0,0.0,88000.0,5
696,60011927,80019420,Flex Prem Premium Collection  ,IF,2024-01-12,,2018-01-11,2018-01-15,2192.0,20240115,5882000.0,0.0,71000.0,5
697,60011927,80019420,Flex Prem Premium Collection  ,IF,2024-01-12,,2018-01-11,2018-01-15,2203.0,20240126,5882000.0,0.0,71000.0,5
698,60011951,80019673,Flex Prem Premium Collection  ,IF,2024-01-21,,2018-01-22,2018-01-27,2191.0,20240126,9187000.0,0.0,103000.0,5
699,60011951,80019800,Flex Prem Premium Collection  ,IF,2024-01-23,,2018-01-24,2018-01-31,2187.0,20240126,9529000.0,0.0,109000.0,5
700,60011951,80019800,Single Premium Top-up         ,IF,2024-01-24,,2018-01-24,2018-01-31,2187.0,20240126,3066000.0,0.0,31000.0,5
701,60011971,80009111,Flex Prem Premium Collection  ,IF,2024-01-09,,2017-01-09,2017-01-19,2553.0,20240115,3434000.0,0.0,35000.0,5
702,60011971,80009111,Flex Prem Premium Collection  ,IF,2024-01-09,,2017-01-09,2017-01-19,2564.0,20240126,3434000.0,0.0,35000.0,5
703,60011971,80009124,Flex Prem Premium Collection  ,IF,2024-01-08,,2017-01-17,2017-01-22,2550.0,20240115,3735000.0,0.0,38000.0,5
704,60011971,80009124,Flex Prem Premium Collection  ,IF,2024-01-08,,2017-01-17,2017-01-22,2561.0,20240126,3735000.0,0.0,38000.0,5
705,60011971,80019911,Flex Prem Premium Collection  ,IF,2024-01-25,,2018-01-25,2018-01-31,2187.0,20240126,4168000.0,0.0,42000.0,5
706,60011973,80019375,Flex Prem Premium Collection  ,IF,2024-01-11,,2018-01-09,2018-01-11,2196.0,20240115,2748000.0,0.0,30000.0,5
707,60011973,80019375,Flex Prem Premium Collection  ,IF,2024-01-11,,2018-01-09,2018-01-11,2207.0,20240126,2748000.0,0.0,30000.0,5
708,60011973,80019878,Flex Prem Premium Collection  ,IF,2024-01-24,,2018-01-25,2018-01-31,2187.0,20240126,2437000.0,0.0,24000.0,5
709,60011973,80019878,Flex Prem Premium Collection  ,IF,2024-01-26,,2018-01-25,2018-01-31,2187.0,20240126,63000.0,0.0,1000.0,5
710,60011973,80019886,Flex Prem Premium Collection  ,IF,2024-01-24,,2018-01-25,2018-01-31,2187.0,20240126,2000000.0,0.0,20000.0,5
711,60011973,80019905,Flex Prem Premium Collection  ,IF,2024-01-24,,2018-01-25,2018-01-31,2187.0,20240126,2000000.0,0.0,20000.0,5
712,60011973,80020040,Flex Prem Premium Collection  ,IF,2024-01-25,,2018-01-29,2018-02-01,2186.0,20240126,4242000.0,0.0,45000.0,5
713,60011973,80025277,Flex Prem Premium Collection  ,IF,2024-01-16,,2018-06-25,2018-07-04,2033.0,20240126,3469000.0,0.0,42000.0,5
714,60011973,80025518,Flex Prem Premium Collection  ,IF,2024-01-11,,2018-06-29,2018-07-08,2018.0,20240115,3277000.0,0.0,33000.0,5
715,60011973,80025518,Flex Prem Premium Collection  ,IF,2024-01-11,,2018-06-29,2018-07-08,2029.0,20240126,3277000.0,0.0,33000.0,5
716,60011973,80036033,Flex Prem Premium Collection  ,IF,2024-01-11,,2018-12-28,2019-01-05,1837.0,20240115,4578000.0,0.0,50000.0,5
717,60011973,80036033,Flex Prem Premium Collection  ,IF,2024-01-11,,2018-12-28,2019-01-05,1848.0,20240126,4578000.0,0.0,50000.0,5
718,60011978,80018264,Flex Prem Premium Collection  ,IF,2024-01-03,,2017-12-18,2018-01-02,2205.0,20240115,8631000.0,0.0,93000.0,5
719,60011978,80018264,Flex Prem Premium Collection  ,IF,2024-01-03,,2017-12-18,2018-01-02,2216.0,20240126,8631000.0,0.0,93000.0,5
720,60011978,80018264,Single Premium Top-up         ,IF,2024-01-04,,2017-12-18,2018-01-02,2205.0,20240115,1369000.0,0.0,14000.0,5
721,60011978,80018264,Single Premium Top-up         ,IF,2024-01-04,,2017-12-18,2018-01-02,2216.0,20240126,1369000.0,0.0,14000.0,5
722,60012001,80032490,Flex Prem Premium Collection  ,IF,2024-01-03,,2018-11-01,2018-11-05,1898.0,20240115,1893000.0,0.0,19000.0,5
723,60012001,80032490,Flex Prem Premium Collection  ,IF,2024-01-03,,2018-11-01,2018-11-05,1909.0,20240126,1893000.0,0.0,19000.0,5
724,60012001,80032490,Single Premium Top-up         ,IF,2024-01-04,,2018-11-01,2018-11-05,1898.0,20240115,115000.0,0.0,1000.0,5
725,60012001,80032490,Single Premium Top-up         ,IF,2024-01-04,,2018-11-01,2018-11-05,1909.0,20240126,115000.0,0.0,1000.0,5
726,60012011,80019458,Flex Prem Premium Collection  ,IF,2024-01-11,,2018-01-15,2018-01-26,2181.0,20240115,5151000.0,0.0,60000.0,5
727,60012011,80019458,Flex Prem Premium Collection  ,IF,2024-01-11,,2018-01-15,2018-01-26,2192.0,20240126,5151000.0,0.0,60000.0,5
728,60012011,80019458,Single Premium Top-up         ,IF,2024-01-15,,2018-01-15,2018-01-26,2181.0,20240115,1193000.0,0.0,12000.0,5
729,60012011,80019458,Single Premium Top-up         ,IF,2024-01-15,,2018-01-15,2018-01-26,2192.0,20240126,1193000.0,0.0,12000.0,5
730,60012011,80019459,Flex Prem Premium Collection  ,IF,2024-01-11,,2018-01-15,2018-01-26,2181.0,20240115,5575000.0,0.0,58000.0,5
731,60012011,80019459,Flex Prem Premium Collection  ,IF,2024-01-11,,2018-01-15,2018-01-26,2192.0,20240126,5575000.0,0.0,58000.0,5
732,60012011,80019459,Single Premium Top-up         ,IF,2024-01-15,,2018-01-15,2018-01-26,2181.0,20240115,1144000.0,0.0,11000.0,5
733,60012011,80019459,Single Premium Top-up         ,IF,2024-01-15,,2018-01-15,2018-01-26,2192.0,20240126,1144000.0,0.0,11000.0,5
734,60012011,80061396,Flex Prem Premium Collection  ,IF,2024-01-10,,2020-07-30,2020-08-06,1258.0,20240115,4403000.0,0.0,264000.0,5
735,60012011,80061396,Flex Prem Premium Collection  ,IF,2024-01-10,,2020-07-30,2020-08-06,1269.0,20240126,4403000.0,0.0,264000.0,5
736,60012093,80018567,Flex Prem Premium Collection  ,IF,2024-01-15,,2017-12-22,2018-01-15,2192.0,20240115,9709000.0,0.0,111000.0,5
737,60012093,80018567,Flex Prem Premium Collection  ,IF,2024-01-15,,2017-12-22,2018-01-15,2203.0,20240126,9709000.0,0.0,111000.0,5
738,60012093,80018567,Single Premium Top-up         ,IF,2024-01-16,,2017-12-22,2018-01-15,2203.0,20240126,2277000.0,0.0,23000.0,5
739,60012093,80018851,Flex Prem Premium Collection  ,IF,2024-01-16,,2017-12-26,2018-01-04,2214.0,20240126,8789000.0,0.0,96000.0,5
740,60012093,80034967,Flex Prem Premium Collection  ,IF,2024-01-12,,2018-12-19,2018-12-23,1850.0,20240115,8741000.0,0.0,97000.0,5
741,60012093,80034967,Flex Prem Premium Collection  ,IF,2024-01-12,,2018-12-19,2018-12-23,1861.0,20240126,8741000.0,0.0,97000.0,5
742,60012093,80034967,Single Premium Top-up         ,IF,2024-01-15,,2018-12-19,2018-12-23,1850.0,20240115,3493000.0,0.0,35000.0,5
743,60012093,80034967,Single Premium Top-up         ,IF,2024-01-15,,2018-12-19,2018-12-23,1861.0,20240126,3493000.0,0.0,35000.0,5
744,60012098,80018969,Flex Prem Premium Collection  ,IF,2024-01-26,,2017-12-26,2018-01-10,2208.0,20240126,4751000.0,0.0,52000.0,5
745,60012161,80000996,Premium Collection            ,IF,2024-01-11,,2015-11-23,2015-12-03,2966.0,20240115,11819000.0,0.0,243000.0,5
746,60012161,80000996,Premium Collection            ,IF,2024-01-11,,2015-11-23,2015-12-03,2977.0,20240126,11819000.0,0.0,243000.0,5
747,60012161,80001142,Premium Collection            ,IF,2024-01-16,,2015-11-30,2015-12-09,2971.0,20240126,7280000.0,0.0,149000.0,5
748,60012161,80001212,Premium Collection            ,IF,2024-01-10,,2015-11-30,2015-12-04,2965.0,20240115,8351000.0,0.0,166000.0,5
749,60012161,80001212,Premium Collection            ,IF,2024-01-10,,2015-11-30,2015-12-04,2976.0,20240126,8351000.0,0.0,166000.0,5
750,60012161,80001415,Premium Collection            ,IF,2024-01-16,,2015-12-29,2016-01-04,2945.0,20240126,5258000.0,0.0,105000.0,5
751,60012161,80001534,Premium Collection            ,IF,2024-01-16,,2015-12-31,2016-01-06,2943.0,20240126,5058000.0,0.0,105000.0,5
752,60012161,80004148,Flex Prem Premium Collection  ,IF,2024-01-18,,2016-08-11,2016-08-15,2721.0,20240126,3878000.0,0.0,39000.0,5
753,60012161,80004148,Single Premium Top-up         ,IF,2024-01-19,,2016-08-11,2016-08-15,2721.0,20240126,1724000.0,0.0,17000.0,5
754,60012163,80019361,Flex Prem Premium Collection  ,IF,2024-01-17,,2018-01-04,2018-01-10,2208.0,20240126,3508000.0,0.0,37000.0,5
755,60012169,80019394,Flex Prem Premium Collection  ,IF,2024-01-19,,2018-01-09,2018-01-11,2207.0,20240126,5435000.0,0.0,54000.0,5
756,60012169,80019446,Flex Prem Premium Collection  ,IF,2024-01-19,,2018-01-12,2018-01-16,2202.0,20240126,5556000.0,0.0,56000.0,5
757,60012169,80019449,Flex Prem Premium Collection  ,IF,2024-01-19,,2018-01-12,2018-01-16,2202.0,20240126,5428000.0,0.0,56000.0,5
758,60012232,80019366,Flex Prem Premium Collection  ,IF,2024-01-05,,2018-01-05,2018-01-09,2198.0,20240115,8635000.0,0.0,93000.0,5
759,60012232,80019366,Flex Prem Premium Collection  ,IF,2024-01-05,,2018-01-05,2018-01-09,2209.0,20240126,8635000.0,0.0,93000.0,5
760,60012232,80019366,Single Premium Top-up         ,IF,2024-01-08,,2018-01-05,2018-01-09,2198.0,20240115,3030000.0,0.0,30000.0,5
761,60012232,80019366,Single Premium Top-up         ,IF,2024-01-08,,2018-01-05,2018-01-09,2209.0,20240126,3030000.0,0.0,30000.0,5
762,60012251,80019467,Flex Prem Premium Collection  ,IF,2024-01-13,,2018-01-15,2018-01-19,2188.0,20240115,150000.0,0.0,2000.0,5
763,60012251,80019467,Flex Prem Premium Collection  ,IF,2024-01-13,,2018-01-15,2018-01-19,2199.0,20240126,150000.0,0.0,2000.0,5
764,60012256,80016934,Flex Prem Premium Collection  ,IF,2024-01-05,,2017-11-06,2017-11-09,2259.0,20240115,4426000.0,0.0,49000.0,5
765,60012256,80016934,Flex Prem Premium Collection  ,IF,2024-01-05,,2017-11-06,2017-11-09,2270.0,20240126,4426000.0,0.0,49000.0,5
766,60012256,80018210,Flex Prem Premium Collection  ,IF,2024-01-08,,2017-12-15,2018-01-03,2204.0,20240115,4000000.0,0.0,40000.0,5
767,60012256,80018210,Flex Prem Premium Collection  ,IF,2024-01-08,,2017-12-15,2018-01-03,2215.0,20240126,4000000.0,0.0,40000.0,5
768,60012256,80018465,Flex Prem Premium Collection  ,IF,2024-01-08,,2017-12-21,2017-12-28,2210.0,20240115,4001000.0,0.0,44000.0,5
769,60012256,80018465,Flex Prem Premium Collection  ,IF,2024-01-08,,2017-12-21,2017-12-28,2221.0,20240126,4001000.0,0.0,44000.0,5
