,AGENT NO,PY2,RYC,%Bonus,Bonus RYC
722,60035726,1.0,764000.0,0.5,382000.0
723,60035743,0.2349,,0.0,
724,60035745,1.0,,0.5,
725,60035747,1.0,919000.0,0.5,459500.0
726,60035763,0.0,,0.0,
727,60035785,0.0,,0.0,
728,60035787,0.2942,,0.0,
729,60035795,1.0,,0.5,
730,60035812,1.0,,0.5,
731,60035943,0.0,594000.0,0.0,0.0
732,60036079,1.0,13615000.0,0.5,6807500.0
733,60036111,0.0,,0.0,
734,60036151,0.0,,0.0,
735,60036154,0.0,,0.0,
736,60036159,0.0,,0.0,
737,60036220,0.5006,1264000.0,0.0,0.0
738,60036236,0.0,,0.0,
739,60036238,0.3915,925000.0,0.0,0.0
740,60036461,0.0,230000.0,0.0,0.0
741,60036517,1.0,,0.5,
742,60036646,1.0,171000.0,0.5,85500.0
743,60036649,1.0,,0.5,
744,60036773,0.0,,0.0,
745,60036776,0.0,,0.0,
746,60036825,0.0,578000.0,0.0,0.0
747,60036826,0.1303,1336000.0,0.0,0.0
748,60036827,0.0,,0.0,
749,60036836,0.0,,0.0,
750,60036862,0.5022,357000.0,0.0,0.0
751,60036996,0.4151,1944000.0,0.0,0.0
752,60037199,0.0978,,0.0,
753,60037313,1.0,,0.5,
754,60037350,0.0,,0.0,
755,60037363,0.6046,5359000.0,0.0,0.0
756,60037447,1.0,3910000.0,0.5,1955000.0
757,60037456,0.0,,0.0,
758,60037464,0.7043,,0.3,
759,60037477,1.0,502000.0,0.5,251000.0
760,60037485,1.0,,0.5,
761,60037488,0.0,,0.0,
762,60037505,1.0,,0.5,
763,60037515,1.0,569000.0,0.5,284500.0
764,60037558,1.0,,0.5,
765,60037571,0.6444,1933000.0,0.0,0.0
766,60037572,0.1768,1791000.0,0.0,0.0
767,60037579,0.0,,0.0,
768,60037592,1.0,,0.5,
769,60037597,1.0,765000.0,0.5,382500.0
770,60037648,0.3404,,0.0,
771,60037649,1.0,2410000.0,0.5,1205000.0
772,60037712,0.1578,949000.0,0.0,0.0
773,60037731,0.0,,0.0,
774,60037740,1.0,,0.5,
775,60037741,1.0,,0.5,
776,60037764,0.7733,1619000.0,0.3,485700.0
777,60037789,1.0,,0.5,
778,60037822,0.1535,,0.0,
779,60037886,0.0,,0.0,
780,60037915,0.5671,335000.0,0.0,0.0
781,60037916,1.0,,0.5,
782,60037963,0.0,,0.0,
783,60037965,1.0,1311000.0,0.5,655500.0
784,60038005,1.0,934000.0,0.5,467000.0
785,60038009,1.0,,0.5,
786,60038027,0.3299,,0.0,
787,60038248,0.0,,0.0,
788,60038260,0.7809,,0.3,
789,60038276,1.0,,0.5,
790,60038291,0.5539,1389000.0,0.0,0.0
791,60038325,0.0753,,0.0,
792,60038342,1.0,,0.5,
793,60038345,0.0,,0.0,
794,60038387,0.0,,0.0,
795,60038393,0.0,,0.0,
796,60038395,0.0,,0.0,
797,60038403,1.0,,0.5,
798,60038409,0.5024,,0.0,
799,60038429,1.0,,0.5,
800,60038462,1.0,,0.5,
801,60038477,1.0,,0.5,
802,60038485,0.0,,0.0,
803,60038511,0.0,,0.0,
804,60038514,0.0113,,0.0,
805,60038584,0.0,,0.0,
806,60038601,0.7369,,0.3,
807,60038603,0.2568,600000.0,0.0,0.0
808,60038619,0.0,,0.0,
809,60038634,0.0104,,0.0,
810,60038641,0.908,,0.5,
811,60038661,0.0,1081000.0,0.0,0.0
812,60038678,1.0,,0.5,
813,60038685,1.0,,0.5,
814,60038690,0.4481,,0.0,
815,60038701,0.0,,0.0,
816,60038728,1.0,,0.5,
817,60038737,0.0,,0.0,
818,60038791,0.0,,0.0,
819,60038793,0.0,,0.0,
820,60038798,1.0,,0.5,
821,60038818,0.0124,1976000.0,0.0,0.0
822,60038825,0.0,,0.0,
823,60038833,0.0,,0.0,
824,60038836,0.0,,0.0,
825,60038868,0.8756,,0.35,
826,60038876,0.537,,0.0,
827,60038884,0.5001,,0.0,
828,60038885,0.0,,0.0,
829,60038918,0.0,1138000.0,0.0,0.0
830,60038938,0.2501,,0.0,
831,60038944,0.0,,0.0,
832,60038955,0.6532,486000.0,0.0,0.0
833,60038970,1.0,,0.5,
834,60038972,0.374,,0.0,
835,60038984,1.0,,0.5,
836,60039075,0.0,,0.0,
837,60039076,0.0,,0.0,
838,60039102,0.0,,0.0,
839,60039117,1.0,,0.5,
840,60039140,0.5367,,0.0,
841,60039194,0.4443,843000.0,0.0,0.0
842,60039197,1.0,,0.5,
843,60039216,1.0,,0.5,
844,60039230,0.0,,0.0,
845,60039256,1.0,,0.5,
846,60039260,0.0,,0.0,
847,60039270,0.3515,,0.0,
848,60039283,1.0,,0.5,
849,60039285,0.0,,0.0,
850,60039286,0.0,,0.0,
851,60039313,0.0,,0.0,
852,60039464,0.2954,584000.0,0.0,0.0
853,60039527,0.0,,0.0,
854,60039542,1.0,,0.5,
855,60039543,0.0,,0.0,
856,60039604,0.508,,0.0,
857,60039638,0.3882,,0.0,
858,60039660,1.0,397000.0,0.5,198500.0
859,60039680,0.0,,0.0,
860,60039715,0.5382,,0.0,
861,60039731,0.0,,0.0,
862,60039752,0.0,,0.0,
863,60039753,0.0,,0.0,
864,60039788,1.0,,0.5,
865,60039789,0.0,,0.0,
866,60039797,1.0,,0.5,
867,60039845,0.0,,0.0,
868,60039868,0.0,,0.0,
869,60039889,1.0,,0.5,
870,60039894,0.0,,0.0,
871,60039993,0.0,,0.0,
872,60040114,0.0,,0.0,
873,60040137,1.0,,0.5,
874,60040229,0.3521,,0.0,
875,60040264,1.0,588000.0,0.5,294000.0
876,60040347,1.0,,0.5,
877,60040398,0.0,,0.0,
878,60040447,0.2556,1184000.0,0.0,0.0
879,60040505,0.5396,,0.0,
880,60040537,1.0,,0.5,
881,60040538,1.0,,0.5,
882,60040662,0.9396,2704000.0,0.5,1352000.0
883,60040663,0.5991,,0.0,
884,60040667,0.0,,0.0,
885,60040692,0.0,,0.0,
886,60040744,1.0,,0.5,
887,60040745,1.0,1673000.0,0.5,836500.0
888,60040774,0.0,,0.0,
889,60040841,0.0,,0.0,
890,60040851,0.0,,0.0,
891,60040899,1.0,,0.5,
892,60040905,0.0,,0.0,
893,60040942,0.4284,3276000.0,0.0,0.0
894,60040965,0.6822,,0.0,
895,60040993,0.4116,,0.0,
896,60041006,0.5031,684000.0,0.0,0.0
897,60041018,1.0,,0.5,
898,60041038,0.0,,0.0,
899,60041041,0.0,,0.0,
900,60041052,0.0,,0.0,
901,60041074,1.0,,0.5,
902,60041109,1.0,,0.5,
903,60041110,0.0,,0.0,
904,60041111,0.0,,0.0,
905,60041112,0.0,,0.0,
906,60041115,0.0,,0.0,
907,60041120,1.0,,0.5,
908,60041121,0.0,,0.0,
909,60041140,0.0,,0.0,
910,60041146,1.0,,0.5,
911,60041194,0.0,,0.0,
912,60041200,0.0784,1007000.0,0.0,0.0
913,60041206,1.0,,0.5,
914,60041220,0.9606,2436000.0,0.5,1218000.0
915,60041228,0.2223,2761000.0,0.0,0.0
916,60041229,0.6147,,0.0,
917,60041234,0.0,,0.0,
918,60041239,0.0,,0.0,
919,60041262,0.4566,2431000.0,0.0,0.0
920,60041304,0.0394,,0.0,
921,60041312,0.0,,0.0,
922,60041328,0.212,,0.0,
923,60041330,0.0,,0.0,
924,60041338,0.0344,1640000.0,0.0,0.0
925,60041358,0.0,,0.0,
926,60041360,0.5695,,0.0,
927,60041387,1.0,0.0,0.5,0.0
928,60041455,0.0,,0.0,
929,60041472,0.0,489000.0,0.0,0.0
930,60041473,0.4572,,0.0,
931,60041481,0.0,,0.0,
932,60041507,1.0,,0.5,
933,60041512,0.0,922000.0,0.0,0.0
934,60041515,0.0,,0.0,
935,60041532,0.6338,1874000.0,0.0,0.0
936,60041544,1.0,3460000.0,0.5,1730000.0
937,60041545,0.0,,0.0,
938,60041549,0.0989,,0.0,
939,60041550,0.0,,0.0,
940,60041555,0.0,,0.0,
941,60041582,0.0,,0.0,
942,60041604,0.0,,0.0,
943,60041645,0.0434,375000.0,0.0,0.0
944,60041646,0.0,,0.0,
945,60041658,0.0,,0.0,
946,60041662,0.258,,0.0,
947,60041663,0.0,,0.0,
948,60041671,0.0,,0.0,
949,60041700,0.0,,0.0,
950,60041718,0.6371,,0.0,
951,60041745,0.0,535000.0,0.0,0.0
952,60041762,0.0993,3518000.0,0.0,0.0
953,60041775,0.6148,5068000.0,0.0,0.0
954,60041787,0.0,,0.0,
955,60041793,0.0,,0.0,
956,60041794,0.0,,0.0,
957,60041803,0.0597,308000.0,0.0,0.0
958,60041815,0.0,,0.0,
959,60041824,1.0,,0.5,
960,60041825,0.2789,0.0,0.0,0.0
961,60041831,0.0,440000.0,0.0,0.0
962,60041872,0.0,962000.0,0.0,0.0
963,60041963,0.5015,1092000.0,0.0,0.0
964,60041972,0.0,,0.0,
965,60041981,0.4156,,0.0,
966,60041986,1.0,,0.5,
967,60041995,1.0,,0.5,
968,60042049,0.5046,,0.0,
969,60042050,0.0,,0.0,
970,60042074,0.0,1826000.0,0.0,0.0
971,60042112,0.0,,0.0,
972,60042136,0.5302,4706000.0,0.0,0.0
973,60042203,0.0,,0.0,
974,60042204,0.5558,1618000.0,0.0,0.0
975,60042211,0.0,,0.0,
976,60042226,0.993,,0.5,
977,60042229,1.0,,0.5,
978,60042259,0.0,,0.0,
979,60042261,0.7451,639000.0,0.3,191700.0
980,60042310,0.0,313000.0,0.0,0.0
981,60042324,1.0,,0.5,
982,60042341,0.0,,0.0,
983,60042351,1.0,,0.5,
984,60042372,1.0,,0.5,
985,60042374,0.6894,608000.0,0.0,0.0
986,60042375,0.4275,,0.0,
987,60042380,0.0,,0.0,
988,60042415,0.0,,0.0,
989,60042434,0.0,,0.0,
990,60042482,0.0,,0.0,
991,60042492,0.4705,1731000.0,0.0,0.0
992,60042519,1.0,,0.5,
993,60042599,1.0,,0.5,
994,60042601,0.0,,0.0,
995,60042635,0.0,,0.0,
996,60042654,0.0,,0.0,
997,60042673,0.0,,0.0,
998,60042688,0.0,,0.0,
999,60042700,0.0,,0.0,
1000,60042765,1.0,279000.0,0.5,139500.0
1001,60042767,0.5026,525000.0,0.0,0.0
1002,60042773,0.7378,4820000.0,0.3,1446000.0
1003,60042781,0.6875,1726000.0,0.0,0.0
1004,60042783,0.8138,1994000.0,0.35,697900.0
1005,60042793,1.0,,0.5,
1006,60042795,0.0,,0.0,
1007,60042797,1.0,691000.0,0.5,345500.0
1008,60042809,1.0,,0.5,
1009,60042810,1.0,,0.5,
1010,60042839,0.3057,1306000.0,0.0,0.0
1011,60042869,0.0,,0.0,
1012,60042886,1.0,,0.5,
1013,60042986,0.0,,0.0,
1014,60043023,0.0,,0.0,
1015,60043079,0.0,,0.0,
1016,60043100,0.6816,,0.0,
1017,60043103,0.5002,,0.0,
1018,60043202,1.0,,0.5,
1019,60043216,0.0,,0.0,
1020,60043234,0.1924,458000.0,0.0,0.0
1021,60043278,0.0,454000.0,0.0,0.0
1022,60043349,0.0,,0.0,
1023,60043364,0.0,,0.0,
1024,60043467,0.0,,0.0,
1025,60043477,0.0,,0.0,
1026,60043488,0.0,,0.0,
1027,60043492,0.0,,0.0,
1028,60043586,0.0,,0.0,
1029,60043596,1.0,,0.5,
1030,60043666,0.5964,1543000.0,0.0,0.0
1031,60043688,1.0,,0.5,
1032,60043690,0.5015,,0.0,
1033,60043702,0.4816,5289000.0,0.0,0.0
1034,60043722,1.0,380000.0,0.5,190000.0
1035,60043736,1.0,,0.5,
1036,60043804,0.0,,0.0,
1037,60043824,0.0,,0.0,
1038,60043846,0.0,,0.0,
1039,60043849,1.0,,0.5,
1040,60043905,0.0,,0.0,
1041,60043907,1.0,,0.5,
1042,60043923,0.484,3656000.0,0.0,0.0
1043,60043984,0.0,476000.0,0.0,0.0
1044,60043986,0.0,,0.0,
1045,60043987,0.0,,0.0,
1046,60044011,0.0,,0.0,
1047,60044033,0.0,,0.0,
1048,60044050,0.0,,0.0,
1049,60044054,0.0,,0.0,
1050,60044073,0.0,,0.0,
1051,60044095,0.0,,0.0,
1052,60044096,0.0,,0.0,
1053,60044117,0.0,,0.0,
1054,60044127,1.0,,0.5,
1055,60044135,0.0,,0.0,
1056,60044146,1.0,1439000.0,0.5,719500.0
1057,60044182,0.0,,0.0,
1058,60044187,1.0,,0.5,
1059,60044305,0.391,1053000.0,0.0,0.0
1060,60044331,1.0,,0.5,
1061,60044334,1.0,112000.0,0.5,56000.0
1062,60044336,0.0,,0.0,
1063,60044337,0.0,,0.0,
1064,60044338,0.0,546000.0,0.0,0.0
1065,60044344,0.0,,0.0,
1066,60044363,0.0,,0.0,
1067,60044365,1.0,,0.5,
1068,60044385,1.0,,0.5,
1069,60044409,1.0,,0.5,
1070,60044461,1.0,,0.5,
1071,60044493,0.0,,0.0,
1072,60044520,0.0,308000.0,0.0,0.0
1073,60044567,1.0,581000.0,0.5,290500.0
1074,60044571,0.0,,0.0,
1075,60044580,1.0,,0.5,
1076,60044665,0.0,615000.0,0.0,0.0
1077,60044677,0.0,,0.0,
1078,60044692,0.0,,0.0,
1079,60044722,0.4799,,0.0,
1080,60044800,0.0,,0.0,
1081,60044819,0.0,,0.0,
1082,60044860,0.0,,0.0,
1083,60044863,0.0954,,0.0,
1084,60044865,0.0,,0.0,
1085,60044868,0.0,541000.0,0.0,0.0
1086,60044885,0.0,2133000.0,0.0,0.0
1087,60044887,0.0,,0.0,
1088,60044898,0.4285,260000.0,0.0,0.0
1089,60044953,1.0,,0.5,
1090,60044958,1.0,,0.5,
1091,60044965,0.4831,,0.0,
1092,60044983,0.0,,0.0,
1093,60044999,0.2231,,0.0,
1094,60045017,0.0,,0.0,
1095,60045067,0.0,,0.0,
1096,60045075,0.0,,0.0,
1097,60045076,1.0,1105000.0,0.5,552500.0
1098,60045084,0.0,,0.0,
1099,60045087,0.0,,0.0,
1100,60045089,0.0,,0.0,
1101,60045107,0.5714,,0.0,
1102,60045108,1.0,,0.5,
1103,60045133,0.7895,49122000.0,0.3,14736600.0
1104,60045152,1.0,,0.5,
1105,60045170,0.2061,942000.0,0.0,0.0
1106,60045238,0.2517,,0.0,
1107,60045264,0.0,,0.0,
1108,60045276,1.0,,0.5,
1109,60045277,1.0,,0.5,
1110,60045305,0.6464,1975000.0,0.0,0.0
1111,60045327,0.0,,0.0,
1112,60045358,1.0,,0.5,
1113,60045364,0.0,,0.0,
1114,60045369,0.0,,0.0,
1115,60045370,0.0,,0.0,
1116,60045394,0.4017,,0.0,
1117,60045424,0.0,,0.0,
1118,60045437,1.0,,0.5,
1119,60045441,1.0,,0.5,
1120,60045455,0.0,,0.0,
1121,60045492,0.0,,0.0,
1122,60045507,0.0,,0.0,
1123,60045508,0.0,,0.0,
1124,60045563,0.0,,0.0,
1125,60045573,1.0,534000.0,0.5,267000.0
1126,60045580,1.0,,0.5,
1127,60045581,1.0,,0.5,
1128,60045642,0.0,,0.0,
1129,60045689,0.721,458000.0,0.3,137400.0
1130,60045694,0.0,,0.0,
1131,60045701,0.0,,0.0,
1132,60045702,0.0,,0.0,
1133,60045711,0.0,,0.0,
1134,60045770,1.0,2234000.0,0.5,1117000.0
1135,60045805,0.0,,0.0,
1136,60045818,1.0,,0.5,
1137,60045828,0.0,,0.0,
1138,60045856,0.1679,,0.0,
1139,60045858,0.0,,0.0,
1140,60045883,0.0,,0.0,
1141,60045894,0.4894,,0.0,
1142,60045907,1.0,,0.5,
1143,60045913,0.0,,0.0,
1144,60045953,0.6674,342000.0,0.0,0.0
1145,60045976,1.0,,0.5,
1146,60045994,1.0,250000.0,0.5,125000.0
1147,60045997,0.0,,0.0,
1148,60046023,0.0,,0.0,
1149,60046034,0.0,,0.0,
1150,60046057,1.0,,0.5,
1151,60046066,1.0,,0.5,
1152,60046068,0.0,,0.0,
1153,60046070,0.0,,0.0,
1154,60046071,0.0,,0.0,
1155,60046075,0.0,,0.0,
1156,60046077,0.0,,0.0,
1157,60046080,0.2247,,0.0,
1158,60046088,0.0,,0.0,
1159,60046092,0.0,,0.0,
1160,60046093,0.0,,0.0,
1161,60046094,0.0,,0.0,
1162,60046121,0.0,,0.0,
1163,60046124,0.0,454000.0,0.0,0.0
1164,60046148,0.0,,0.0,
1165,60046188,1.0,,0.5,
1166,60046201,0.0,,0.0,
1167,60046206,1.0,,0.5,
1168,60046215,0.0,,0.0,
1169,60046218,0.1339,463000.0,0.0,0.0
1170,60046238,0.074,1600000.0,0.0,0.0
1171,60046253,1.0,,0.5,
1172,60046336,1.0,,0.5,
1173,60046349,0.0,,0.0,
1174,60046392,1.0,,0.5,
1175,60046425,0.0,1493000.0,0.0,0.0
1176,60046428,0.7053,1415000.0,0.3,424500.0
1177,60046429,1.0,,0.5,
1178,60046438,0.0,,0.0,
1179,60046463,1.0,,0.5,
1180,60046468,0.1836,1761000.0,0.0,0.0
1181,60046485,0.0,1088000.0,0.0,0.0
1182,60046486,0.0,358000.0,0.0,0.0
1183,60046561,0.0,,0.0,
1184,60046572,1.0,,0.5,
1185,60046581,1.0,,0.5,
1186,60046592,1.0,,0.5,
1187,60046595,1.0,,0.5,
1188,60046608,0.0,,0.0,
1189,60046609,0.0,,0.0,
1190,60046637,0.0,,0.0,
1191,60046641,0.0,,0.0,
1192,60046657,0.0,,0.0,
1193,60046667,1.0,,0.5,
1194,60046673,0.5018,,0.0,
1195,60046703,0.0,,0.0,
1196,60046711,0.0,,0.0,
1197,60046738,1.0,2033000.0,0.5,1016500.0
1198,60046752,1.0,,0.5,
1199,60046773,0.0,,0.0,
1200,60046781,0.0,,0.0,
1201,60046818,0.6264,767000.0,0.0,0.0
1202,60046824,0.0,,0.0,
1203,60046826,0.0,,0.0,
1204,60046843,0.6689,,0.0,
1205,60046845,0.0,,0.0,
1206,60046853,0.0,,0.0,
1207,60046858,0.0,,0.0,
1208,60046859,0.0,,0.0,
1209,60046862,0.0,,0.0,
1210,60046874,0.0,,0.0,
1211,60046875,0.0,,0.0,
1212,60046887,0.0,,0.0,
1213,60046890,1.0,,0.5,
1214,60046967,0.1592,,0.0,
1215,60047015,1.0,,0.5,
1216,60047016,0.3694,2000.0,0.0,0.0
1217,60047017,0.0,,0.0,
1218,60047020,0.0,,0.0,
1219,60047022,0.0,938000.0,0.0,0.0
1220,60047029,0.3421,,0.0,
1221,60047037,0.1856,2365000.0,0.0,0.0
1222,60047090,0.0,,0.0,
1223,60047104,0.0,,0.0,
1224,60047115,0.0,415000.0,0.0,0.0
1225,60047135,0.0,,0.0,
1226,60047137,0.0,,0.0,
1227,60047153,0.0,,0.0,
1228,60047162,0.0,,0.0,
1229,60047163,0.0,,0.0,
1230,60047214,0.0,,0.0,
1231,60047251,0.0,,0.0,
1232,60047271,1.0,,0.5,
1233,60047314,0.0,,0.0,
1234,60047327,0.0,,0.0,
1235,60047329,1.0,,0.5,
1236,60047372,0.0213,,0.0,
1237,60047380,0.0,,0.0,
1238,60047405,1.0,,0.5,
1239,60047447,0.0,,0.0,
1240,60047496,1.0,,0.5,
1241,60047498,1.0,,0.5,
1242,60047517,0.0,,0.0,
1243,60047519,1.0,522000.0,0.5,261000.0
1244,60047525,0.0,988000.0,0.0,0.0
1245,60047595,0.0,,0.0,
1246,60047596,0.7717,1460000.0,0.3,438000.0
1247,60047605,0.0,,0.0,
1248,60047608,0.5045,,0.0,
1249,60047638,0.4075,886000.0,0.0,0.0
1250,60047665,1.0,900000.0,0.5,450000.0
1251,60047682,0.0,,0.0,
1252,60047690,0.0,,0.0,
1253,60047696,0.4204,724000.0,0.0,0.0
1254,60047709,0.0,,0.0,
1255,60047710,0.1608,,0.0,
1256,60047714,0.0,,0.0,
1257,60047746,0.392,651000.0,0.0,0.0
1258,60047763,0.0,,0.0,
1259,60047785,0.5021,,0.0,
1260,60047802,0.0,,0.0,
1261,60047867,0.0,,0.0,
1262,60047869,0.0,,0.0,
1263,60047895,0.0,,0.0,
1264,60047904,0.5264,,0.0,
1265,60047909,0.2596,,0.0,
1266,60047915,1.0,,0.5,
1267,60047920,0.5341,,0.0,
1268,60047922,0.0,,0.0,
1269,60047933,1.0,773000.0,0.5,386500.0
1270,60047948,1.0,,0.5,
1271,60047999,1.0,,0.5,
1272,60048021,0.0,,0.0,
1273,60048023,0.0,,0.0,
1274,60048064,1.0,895000.0,0.5,447500.0
1275,60048164,0.0,,0.0,
1276,60048183,1.0,,0.5,
1277,60048196,0.2148,,0.0,
1278,60048204,0.5897,,0.0,
1279,60048208,0.0564,,0.0,
1280,60048210,1.0,,0.5,
1281,60048224,0.0,,0.0,
1282,60048250,0.5,,0.0,
1283,60048268,0.0,,0.0,
1284,60048312,1.0,,0.5,
1285,60048328,0.0,,0.0,
1286,60048329,0.0,,0.0,
1287,60048335,0.0,,0.0,
1288,60048356,0.0,,0.0,
1289,60048369,0.2945,362000.0,0.0,0.0
1290,60048371,0.0,,0.0,
1291,60048373,1.0,,0.5,
1292,60048383,1.0,1136000.0,0.5,568000.0
1293,60048412,0.0,,0.0,
1294,60048415,0.0,,0.0,
1295,60048467,0.2937,892000.0,0.0,0.0
1296,60048468,0.046,553000.0,0.0,0.0
1297,60048483,0.0,,0.0,
1298,60048545,0.0,,0.0,
1299,60048561,0.2398,524000.0,0.0,0.0
1300,60048568,0.0,,0.0,
1301,60048621,0.0,,0.0,
1302,60048651,0.148,,0.0,
1303,60048654,1.0,2432000.0,0.5,1216000.0
1304,60048657,0.0,,0.0,
1305,60048673,0.0,,0.0,
1306,60048676,1.0,339000.0,0.5,169500.0
1307,60048717,0.0,,0.0,
1308,60048726,0.0,,0.0,
1309,60048731,0.0,,0.0,
1310,60048770,0.0,,0.0,
1311,60048822,1.0,,0.5,
1312,60048826,0.1792,,0.0,
1313,60048844,0.0,,0.0,
1314,60048868,0.0,,0.0,
1315,60048872,0.0,,0.0,
1316,60048957,0.0,,0.0,
1317,60048965,0.0,,0.0,
1318,60049006,0.0,,0.0,
1319,60049023,0.0,,0.0,
1320,60049072,0.0,,0.0,
1321,60049117,0.4376,,0.0,
1322,60049127,0.0,,0.0,
1323,60049172,1.0,,0.5,
1324,60049176,0.0,,0.0,
1325,60049179,0.0,898000.0,0.0,0.0
1326,60049228,0.0731,,0.0,
1327,60049247,0.0,,0.0,
1328,60049256,0.0,740000.0,0.0,0.0
1329,60049271,0.6641,,0.0,
1330,60049280,0.2583,,0.0,
1331,60049281,0.0,,0.0,
1332,60049282,0.6221,,0.0,
1333,60049290,1.0,,0.5,
1334,60049292,0.0,,0.0,
1335,60049302,1.0,,0.5,
1336,60049318,0.0,,0.0,
1337,60049325,0.0,,0.0,
1338,60049360,0.0,,0.0,
1339,60049375,0.174,,0.0,
1340,60049376,0.5019,,0.0,
1341,60049391,0.4216,1181000.0,0.0,0.0
1342,60049398,0.0,,0.0,
1343,60049399,0.0,,0.0,
1344,60049409,0.5,,0.0,
1345,60049413,1.0,915000.0,0.5,457500.0
1346,60049414,0.0,,0.0,
1347,60049458,0.0,,0.0,
1348,60049464,0.5577,,0.0,
1349,60049509,0.0,,0.0,
1350,60049522,0.2529,320000.0,0.0,0.0
1351,60049558,1.0,,0.5,
1352,60049569,1.0,,0.5,
1353,60049579,1.0,,0.5,
1354,60049685,0.3992,,0.0,
1355,60049689,0.0,,0.0,
1356,60049698,0.0,,0.0,
1357,60049710,1.0,4309000.0,0.5,2154500.0
1358,60049711,0.5772,,0.0,
1359,60049724,0.0,,0.0,
1360,60049777,0.7074,3368000.0,0.3,1010400.0
1361,60049783,1.0,,0.5,
1362,60049824,0.0,,0.0,
1363,60049840,0.4324,,0.0,
1364,60049841,0.6674,,0.0,
1365,60049852,0.0,,0.0,
1366,60049854,0.0,,0.0,
1367,60049860,1.0,,0.5,
1368,60049864,0.0,,0.0,
1369,60049865,0.3753,799000.0,0.0,0.0
1370,60049867,0.0,,0.0,
1371,60049878,0.0,,0.0,
1372,60049880,0.0,,0.0,
1373,60049881,0.0,,0.0,
1374,60049882,0.0,,0.0,
1375,60049886,0.0747,,0.0,
1376,60049893,0.0,,0.0,
1377,60049903,0.0,,0.0,
1378,60049906,0.0,,0.0,
1379,60049919,0.0819,,0.0,
1380,60049922,0.2508,1123000.0,0.0,0.0
1381,60049929,1.0,,0.5,
1382,60049979,0.0,,0.0,
1383,60049980,1.0,,0.5,
1384,60050019,0.0,,0.0,
1385,60050194,0.5757,466000.0,0.0,0.0
1386,60050222,0.2485,1101000.0,0.0,0.0
1387,60050228,0.4836,,0.0,
1388,60050232,0.3686,2006000.0,0.0,0.0
1389,60050233,1.0,,0.5,
1390,60050249,0.0568,,0.0,
1391,60050268,0.0,,0.0,
1392,60050279,0.6107,,0.0,
1393,60050382,0.0,,0.0,
1394,60050386,0.0,,0.0,
1395,60050416,0.0,,0.0,
1396,60050457,0.1599,,0.0,
1397,60050468,0.0,,0.0,
1398,60050629,0.0,,0.0,
1399,60050630,0.0,,0.0,
1400,60050639,0.3471,,0.0,
1401,60050706,0.1064,3971000.0,0.0,0.0
1402,60050719,1.0,311000.0,0.5,155500.0
1403,60050740,0.0,,0.0,
1404,60050754,0.0,,0.0,
1405,60050758,0.657,,0.0,
1406,60050766,0.0765,,0.0,
1407,60050774,0.0,,0.0,
1408,60050783,1.0,,0.5,
1409,60050796,0.0,,0.0,
1410,60050803,0.0,,0.0,
1411,60050812,1.0,,0.5,
1412,60050817,0.0,,0.0,
1413,60050824,0.7453,3881000.0,0.3,1164300.0
1414,60050854,0.0,,0.0,
1415,60050870,1.0,,0.5,
1416,60050888,1.0,,0.5,
1417,60050927,0.0,600000.0,0.0,0.0
1418,60050936,1.0,,0.5,
1419,60050945,0.6123,472000.0,0.0,0.0
1420,60050966,0.6157,,0.0,
1421,60050969,1.0,,0.5,
1422,60050976,0.5019,951000.0,0.0,0.0
1423,60050983,0.0,,0.0,
1424,60051003,1.0,,0.5,
1425,60051010,0.7085,1873000.0,0.3,561900.0
1426,60051017,0.0,730000.0,0.0,0.0
1427,60051037,0.0,,0.0,
1428,60051038,0.0,,0.0,
1429,60051039,0.0,,0.0,
1430,60051040,0.0,,0.0,
1431,60051044,0.0,,0.0,
1432,60051068,1.0,389000.0,0.5,194500.0
1433,60051072,0.6261,638000.0,0.0,0.0
1434,60051089,0.7024,,0.3,
1435,60051090,1.0,,0.5,
1436,60051148,0.1036,,0.0,
1437,60051156,0.0,,0.0,
1438,60051159,0.6936,1031000.0,0.0,0.0
1439,60051169,0.0,,0.0,
1440,60051183,0.5714,,0.0,
1441,60051224,0.0,,0.0,
1442,60051249,0.0,,0.0,
1443,60051272,0.0,,0.0,
1444,60051273,0.0,,0.0,
1445,60051284,0.0,,0.0,
1446,60051286,0.0,,0.0,
1447,60051287,0.0,,0.0,
1448,60051288,0.0,,0.0,
1449,60051291,0.0,,0.0,
1450,60051298,0.0,,0.0,
1451,60051308,0.0,,0.0,
1452,60051310,0.0,,0.0,
1453,60051314,0.1283,,0.0,
1454,60051316,0.0,,0.0,
1455,60051347,0.0,,0.0,
1456,60051349,0.0,861000.0,0.0,0.0
1457,60051362,0.0,,0.0,
1458,60051387,0.0,,0.0,
1459,60051395,0.0,,0.0,
1460,60051401,0.0,910000.0,0.0,0.0
1461,60051443,0.0,,0.0,
1462,60051448,0.0,,0.0,
1463,60051452,0.0,,0.0,
1464,60051458,0.0,,0.0,
1465,60051498,0.0,,0.0,
1466,60051510,0.493,,0.0,
1467,60051524,0.4359,,0.0,
1468,60051553,0.0,,0.0,
1469,60051556,0.1272,561000.0,0.0,0.0
1470,60051557,1.0,,0.5,
1471,60051562,0.0,,0.0,
1472,60051563,0.0,,0.0,
1473,60051577,0.0,,0.0,
1474,60051578,0.0,,0.0,
1475,60051581,1.0,,0.5,
1476,60051596,0.7787,,0.3,
1477,60051621,0.0,,0.0,
