,Policy No,Topup Premium,TopupForFYP
923,80053658,0.0,0.0
924,80053661,0.0,0.0
925,80053664,0.0,0.0
926,80053676,0.0,0.0
927,80053678,0.0,0.0
928,80053685,0.0,0.0
929,80053708,0.0,0.0
930,80053721,0.0,0.0
931,80053732,4274000.0,427400.0
932,80053753,0.0,0.0
933,80053765,0.0,0.0
934,80053766,0.0,0.0
935,80053789,0.0,0.0
936,80053793,0.0,0.0
937,80053851,5423000.0,542300.0
938,80053864,1673000.0,167300.0
939,80053880,2141000.0,214100.0
940,80053952,0.0,0.0
941,80053957,0.0,0.0
942,80053960,1788000.0,178800.0
943,80054013,1203000.0,120300.0
944,80054018,0.0,0.0
945,80054034,0.0,0.0
946,80054049,1206000.0,120600.0
947,80054076,0.0,0.0
948,80054111,0.0,0.0
949,80054120,3044000.0,304400.0
950,80054121,0.0,0.0
951,80054127,0.0,0.0
952,80054171,8142000.0,814200.0
953,80054195,0.0,0.0
954,80054247,2984000.0,298400.0
955,80054258,0.0,0.0
956,80054263,0.0,0.0
957,80054268,1624000.0,162400.0
958,80054277,0.0,0.0
959,80054283,0.0,0.0
960,80054308,0.0,0.0
961,80054414,1263000.0,126300.0
962,80054461,1495000.0,149500.0
963,80054485,0.0,0.0
964,80054515,1600000.0,160000.0
965,80054524,1670000.0,167000.0
966,80054544,0.0,0.0
967,80054562,5102000.0,510200.0
968,80054567,1651000.0,165100.0
969,80054581,0.0,0.0
970,80054685,0.0,0.0
971,80054698,0.0,0.0
972,80054751,0.0,0.0
973,80054753,0.0,0.0
974,80054756,1838000.0,183800.0
975,80054819,0.0,0.0
976,80054824,0.0,0.0
977,80054831,969000.0,96900.0
978,80054856,796000.0,79600.0
979,80054927,5903000.0,590300.0
980,80054951,0.0,0.0
981,80054973,0.0,0.0
982,80054991,0.0,0.0
983,80055037,0.0,0.0
984,80055061,1165000.0,116500.0
985,80055066,4577000.0,457700.0
986,80055077,1093000.0,109300.0
987,80055080,4593000.0,459300.0
988,80055081,0.0,0.0
989,80055102,3917000.0,391700.0
990,80055150,0.0,0.0
991,80055156,3403000.0,340300.0
992,80055166,0.0,0.0
993,80055196,3262000.0,326200.0
994,80055216,0.0,0.0
995,80055220,0.0,0.0
996,80055256,7039000.0,703900.0
997,80055258,1790000.0,179000.0
998,80055259,2568000.0,256800.0
999,80055264,1745000.0,174500.0
1000,80055265,1783000.0,178300.0
1001,80055266,1489000.0,148900.0
1002,80055267,1704000.0,170400.0
1003,80055268,1566000.0,156600.0
1004,80055271,4868000.0,486800.0
1005,80055272,0.0,0.0
1006,80055274,0.0,0.0
1007,80055279,1846000.0,184600.0
1008,80055285,3628000.0,362800.0
1009,80055292,3014000.0,301400.0
1010,80055295,6466000.0,646600.0
1011,80055301,2656000.0,265600.0
1012,80055318,0.0,0.0
1013,80055330,3447000.0,344700.0
1014,80055331,1781000.0,178100.0
1015,80055332,0.0,0.0
1016,80055333,0.0,0.0
1017,80055336,0.0,0.0
1018,80055338,1147000.0,114700.0
1019,80055339,1789000.0,178900.0
1020,80055346,4006000.0,400600.0
1021,80055348,3835000.0,383500.0
1022,80055361,0.0,0.0
1023,80055366,0.0,0.0
1024,80055374,0.0,0.0
1025,80055392,0.0,0.0
1026,80055398,0.0,0.0
1027,80055400,1357000.0,135700.0
1028,80055406,0.0,0.0
1029,80055411,1040000.0,104000.0
1030,80055412,0.0,0.0
1031,80055417,0.0,0.0
1032,80055429,3895000.0,389500.0
1033,80055453,1835000.0,183500.0
1034,80055470,2894000.0,289400.0
1035,80055475,1555000.0,155500.0
1036,80055477,0.0,0.0
1037,80055490,1641000.0,164100.0
1038,80055501,18380000.0,1838000.0
1039,80055502,5303000.0,530300.0
1040,80055506,4965000.0,496500.0
1041,80055510,5226000.0,522600.0
1042,80055513,0.0,0.0
1043,80055526,2809000.0,280900.0
1044,80055534,1608000.0,160800.0
1045,80055535,5848000.0,584800.0
1046,80055536,2117000.0,211700.0
1047,80055545,8551000.0,855100.0
1048,80055547,3061000.0,306100.0
1049,80055549,0.0,0.0
1050,80055566,4577000.0,457700.0
1051,80055567,4848000.0,484800.0
1052,80055568,0.0,0.0
1053,80055573,0.0,0.0
1054,80055574,3575000.0,357500.0
1055,80055578,4069000.0,406900.0
1056,80055579,0.0,0.0
1057,80055592,0.0,0.0
1058,80055594,704000.0,70400.0
1059,80055599,0.0,0.0
1060,80055602,5745000.0,574500.0
1061,80055603,391000.0,39100.0
1062,80055606,3754000.0,375400.0
1063,80055608,3009000.0,300900.0
1064,80055611,0.0,0.0
1065,80055613,3040000.0,304000.0
1066,80055616,3738000.0,373800.0
1067,80055617,1607000.0,160700.0
1068,80055630,0.0,0.0
1069,80055638,1608000.0,160800.0
1070,80055642,0.0,0.0
1071,80055654,0.0,0.0
1072,80055657,0.0,0.0
1073,80055660,3328000.0,332800.0
1074,80055661,3479000.0,347900.0
1075,80055676,0.0,0.0
1076,80055679,1856000.0,185600.0
1077,80055680,3764000.0,376400.0
1078,80055681,6126000.0,612600.0
1079,80055687,0.0,0.0
1080,80055691,2669000.0,266900.0
1081,80055693,0.0,0.0
1082,80055696,2674000.0,267400.0
1083,80055702,0.0,0.0
1084,80055705,1222000.0,122200.0
1085,80055710,2334000.0,233400.0
1086,80055713,0.0,0.0
1087,80055719,1000000.0,100000.0
1088,80055720,0.0,0.0
1089,80055723,0.0,0.0
1090,80055736,0.0,0.0
1091,80055738,156000.0,15600.0
1092,80055739,1750000.0,175000.0
1093,80055740,0.0,0.0
1094,80055741,1481000.0,148100.0
1095,80055751,2740000.0,274000.0
1096,80055752,1625000.0,162500.0
1097,80055753,3780000.0,378000.0
1098,80055756,1165000.0,116500.0
1099,80055770,0.0,0.0
1100,80055781,0.0,0.0
1101,80055793,1973000.0,197300.0
1102,80055802,0.0,0.0
1103,80055803,0.0,0.0
1104,80055807,3214000.0,321400.0
1105,80055808,0.0,0.0
1106,80055815,0.0,0.0
1107,80055818,2814000.0,281400.0
1108,80055821,1402000.0,140200.0
1109,80055824,1746000.0,174600.0
1110,80055829,0.0,0.0
1111,80055843,3816000.0,381600.0
1112,80055848,624000.0,62400.0
1113,80055850,2966000.0,296600.0
1114,80055852,2382000.0,238200.0
1115,80055853,0.0,0.0
1116,80055854,3000000.0,300000.0
1117,80055856,3076000.0,307600.0
1118,80055857,2386000.0,238600.0
1119,80055860,2520000.0,252000.0
1120,80055861,2192000.0,219200.0
1121,80055864,2704000.0,270400.0
1122,80055865,2552000.0,255200.0
1123,80055868,0.0,0.0
1124,80055869,2109000.0,210900.0
1125,80055872,2816000.0,281600.0
1126,80055883,0.0,0.0
1127,80055884,0.0,0.0
1128,80055885,0.0,0.0
1129,80055886,1838000.0,183800.0
1130,80055887,0.0,0.0
1131,80055889,0.0,0.0
1132,80055891,0.0,0.0
1133,80055893,0.0,0.0
1134,80055894,0.0,0.0
1135,80055897,0.0,0.0
1136,80055898,0.0,0.0
1137,80055899,2298000.0,229800.0
1138,80055902,0.0,0.0
1139,80055925,0.0,0.0
1140,80056489,0.0,0.0
1141,80057873,0.0,0.0
1142,80058201,0.0,0.0
1143,80058434,0.0,0.0
1144,80058443,0.0,0.0
1145,80058446,0.0,0.0
1146,80058473,0.0,0.0
1147,80058529,506000.0,50600.0
1148,80058543,0.0,0.0
1149,80058656,0.0,0.0
1150,80058676,0.0,0.0
1151,80058687,0.0,0.0
1152,80058690,0.0,0.0
1153,80058717,0.0,0.0
1154,80058768,0.0,0.0
1155,80058795,0.0,0.0
1156,80058838,0.0,0.0
1157,80058927,0.0,0.0
1158,80058963,0.0,0.0
1159,80058968,0.0,0.0
1160,80059051,0.0,0.0
1161,80059099,0.0,0.0
1162,80059144,0.0,0.0
1163,80059159,0.0,0.0
1164,80059166,0.0,0.0
1165,80059173,0.0,0.0
1166,80059181,0.0,0.0
1167,80059190,0.0,0.0
1168,80059210,0.0,0.0
1169,80059251,0.0,0.0
1170,80059256,0.0,0.0
1171,80059445,0.0,0.0
1172,80059487,0.0,0.0
1173,80059489,0.0,0.0
1174,80059495,0.0,0.0
1175,80059662,0.0,0.0
1176,80059693,0.0,0.0
1177,80059711,0.0,0.0
1178,80059734,0.0,0.0
1179,80060132,0.0,0.0
1180,80060249,0.0,0.0
1181,80060317,0.0,0.0
1182,80060469,0.0,0.0
1183,80060498,0.0,0.0
1184,80060520,0.0,0.0
1185,80060567,0.0,0.0
1186,80060612,0.0,0.0
1187,80060616,0.0,0.0
1188,80060622,0.0,0.0
1189,80060625,0.0,0.0
1190,80060714,0.0,0.0
1191,80060754,0.0,0.0
1192,80060822,0.0,0.0
1193,80060855,0.0,0.0
1194,80060925,0.0,0.0
1195,80060930,0.0,0.0
1196,80060950,0.0,0.0
1197,80060969,0.0,0.0
1198,80061052,0.0,0.0
1199,80061118,0.0,0.0
1200,80061176,0.0,0.0
1201,80061177,0.0,0.0
1202,80061192,0.0,0.0
1203,80061249,0.0,0.0
1204,80061274,0.0,0.0
1205,80061396,0.0,0.0
1206,80061406,0.0,0.0
1207,80061424,0.0,0.0
1208,80061456,0.0,0.0
1209,80061465,0.0,0.0
1210,80061473,0.0,0.0
1211,80061491,0.0,0.0
1212,80061526,0.0,0.0
1213,80061799,0.0,0.0
1214,80062345,0.0,0.0
1215,80062515,448000.0,44800.0
1216,80062651,0.0,0.0
1217,80063015,0.0,0.0
1218,80063999,0.0,0.0
1219,80064004,0.0,0.0
1220,80064289,0.0,0.0
1221,80064515,0.0,0.0
1222,80064518,0.0,0.0
1223,80064940,0.0,0.0
1224,80065138,0.0,0.0
1225,80065237,0.0,0.0
1226,80065282,0.0,0.0
1227,80065395,0.0,0.0
1228,80066082,674000.0,67400.0
1229,80066483,0.0,0.0
1230,80066495,0.0,0.0
1231,80066540,0.0,0.0
1232,80066541,0.0,0.0
1233,80066544,0.0,0.0
1234,80066545,0.0,0.0
1235,80066546,0.0,0.0
1236,80066551,0.0,0.0
1237,80066553,0.0,0.0
1238,80066558,0.0,0.0
1239,80066562,0.0,0.0
1240,80066568,0.0,0.0
1241,80066569,0.0,0.0
1242,80066575,0.0,0.0
1243,80066585,0.0,0.0
1244,80066614,0.0,0.0
1245,80066652,0.0,0.0
1246,80066657,0.0,0.0
1247,80066701,0.0,0.0
1248,80066703,0.0,0.0
1249,80066711,0.0,0.0
1250,80066712,0.0,0.0
1251,80066717,0.0,0.0
1252,80066723,0.0,0.0
1253,80066726,0.0,0.0
1254,80066731,0.0,0.0
1255,80066738,0.0,0.0
1256,80066740,0.0,0.0
1257,80066743,0.0,0.0
1258,80066745,0.0,0.0
1259,80066748,0.0,0.0
1260,80066750,80000.0,8000.0
1261,80066756,0.0,0.0
1262,80066765,0.0,0.0
1263,80066773,0.0,0.0
1264,80066774,0.0,0.0
1265,80066780,0.0,0.0
1266,80066806,0.0,0.0
1267,80066822,0.0,0.0
1268,80066841,0.0,0.0
1269,80066869,0.0,0.0
1270,80066883,0.0,0.0
1271,80066901,0.0,0.0
1272,80066902,0.0,0.0
1273,80066904,0.0,0.0
1274,80066932,0.0,0.0
1275,80066934,0.0,0.0
1276,80066941,0.0,0.0
1277,80066942,0.0,0.0
1278,80066945,0.0,0.0
1279,80066948,0.0,0.0
1280,80066951,0.0,0.0
1281,80066959,0.0,0.0
1282,80066960,0.0,0.0
1283,80066961,0.0,0.0
1284,80066970,0.0,0.0
1285,80066971,0.0,0.0
1286,80066980,0.0,0.0
1287,80066982,0.0,0.0
1288,80066991,0.0,0.0
1289,80066994,0.0,0.0
1290,80067008,0.0,0.0
1291,80067026,0.0,0.0
1292,80067029,0.0,0.0
1293,80067039,0.0,0.0
1294,80067057,0.0,0.0
1295,80067085,0.0,0.0
1296,80067091,0.0,0.0
1297,80067101,0.0,0.0
1298,80067103,0.0,0.0
1299,80067112,518000.0,51800.0
1300,80067160,0.0,0.0
1301,80067184,14916000.0,1491600.0
1302,80067186,15598000.0,1559800.0
1303,80067195,0.0,0.0
1304,80067201,0.0,0.0
1305,80067208,0.0,0.0
1306,80067243,0.0,0.0
1307,80067246,0.0,0.0
1308,80067251,0.0,0.0
1309,80067254,0.0,0.0
1310,80067284,0.0,0.0
1311,80067295,0.0,0.0
1312,80067302,0.0,0.0
1313,80067308,0.0,0.0
1314,80067346,0.0,0.0
1315,80067357,0.0,0.0
1316,80067363,0.0,0.0
1317,80067384,0.0,0.0
1318,80067389,0.0,0.0
1319,80067391,0.0,0.0
1320,80067405,0.0,0.0
1321,80067432,0.0,0.0
1322,80067470,0.0,0.0
1323,80067480,0.0,0.0
1324,80067518,0.0,0.0
1325,80067522,0.0,0.0
1326,80067532,0.0,0.0
1327,80067535,0.0,0.0
1328,80067583,0.0,0.0
1329,80067585,0.0,0.0
1330,80067601,0.0,0.0
1331,80067605,0.0,0.0
1332,80067611,0.0,0.0
1333,80067612,0.0,0.0
1334,80067618,0.0,0.0
1335,80067631,0.0,0.0
1336,80067642,0.0,0.0
1337,80067651,0.0,0.0
1338,80067656,0.0,0.0
1339,80067657,0.0,0.0
1340,80067685,0.0,0.0
1341,80067686,0.0,0.0
1342,80067689,0.0,0.0
1343,80067696,0.0,0.0
1344,80067706,0.0,0.0
1345,80067716,0.0,0.0
1346,80067720,0.0,0.0
1347,80067723,0.0,0.0
1348,80067750,0.0,0.0
1349,80067760,0.0,0.0
1350,80067779,0.0,0.0
1351,80067791,0.0,0.0
1352,80067802,0.0,0.0
1353,80067805,0.0,0.0
1354,80067825,0.0,0.0
1355,80067826,0.0,0.0
1356,80067841,0.0,0.0
1357,80067856,0.0,0.0
1358,80067864,0.0,0.0
1359,80067870,0.0,0.0
1360,80067874,0.0,0.0
1361,80067875,0.0,0.0
1362,80067905,0.0,0.0
1363,80067909,0.0,0.0
1364,80067916,0.0,0.0
1365,80067924,6000.0,600.0
1366,80067933,0.0,0.0
1367,80067956,2078000.0,207800.0
1368,80067970,1000.0,100.0
1369,80067984,0.0,0.0
1370,80068003,0.0,0.0
1371,80068005,0.0,0.0
1372,80068006,0.0,0.0
1373,80068007,0.0,0.0
1374,80068010,0.0,0.0
1375,80068020,0.0,0.0
1376,80068029,0.0,0.0
1377,80068033,0.0,0.0
1378,80068056,0.0,0.0
1379,80068079,0.0,0.0
1380,80068081,0.0,0.0
1381,80068086,0.0,0.0
1382,80068090,0.0,0.0
1383,80068091,0.0,0.0
1384,80068122,0.0,0.0
1385,80068123,0.0,0.0
1386,80068126,0.0,0.0
1387,80068128,0.0,0.0
1388,80068130,0.0,0.0
1389,80068133,0.0,0.0
1390,80068134,0.0,0.0
1391,80068178,0.0,0.0
1392,80068187,0.0,0.0
1393,80068192,0.0,0.0
1394,80068205,0.0,0.0
1395,80068232,0.0,0.0
1396,80068244,0.0,0.0
1397,80068258,0.0,0.0
1398,80068265,0.0,0.0
1399,80068279,0.0,0.0
1400,80068295,0.0,0.0
1401,80068298,0.0,0.0
1402,80068301,0.0,0.0
1403,80068304,0.0,0.0
1404,80068317,0.0,0.0
1405,80068322,0.0,0.0
1406,80068347,181000.0,18100.0
1407,80068349,0.0,0.0
1408,80068351,0.0,0.0
1409,80068358,0.0,0.0
1410,80068370,-2000000.0,-200000.0
1411,80068373,0.0,0.0
1412,80068379,0.0,0.0
1413,80068388,0.0,0.0
1414,80068400,0.0,0.0
1415,80068403,0.0,0.0
1416,80068416,0.0,0.0
1417,80068432,0.0,0.0
1418,80068466,0.0,0.0
1419,80068468,0.0,0.0
1420,80068472,0.0,0.0
1421,80068477,0.0,0.0
1422,80068478,0.0,0.0
1423,80068560,0.0,0.0
1424,80068563,0.0,0.0
1425,80068580,0.0,0.0
1426,80068598,0.0,0.0
1427,80068606,0.0,0.0
1428,80068607,0.0,0.0
1429,80068611,0.0,0.0
1430,80068623,0.0,0.0
1431,80068626,0.0,0.0
1432,80068630,0.0,0.0
1433,80068642,0.0,0.0
1434,80068672,0.0,0.0
1435,80068675,0.0,0.0
1436,80068686,0.0,0.0
1437,80068709,0.0,0.0
1438,80068710,0.0,0.0
1439,80068714,0.0,0.0
1440,80068719,0.0,0.0
1441,80068747,0.0,0.0
1442,80068755,0.0,0.0
1443,80068764,134000.0,13400.0
1444,80068769,171000.0,17100.0
1445,80068772,0.0,0.0
1446,80068796,0.0,0.0
1447,80068801,0.0,0.0
1448,80068814,0.0,0.0
1449,80068829,0.0,0.0
1450,80068847,0.0,0.0
1451,80068853,0.0,0.0
1452,80068881,621000.0,62100.0
1453,80068962,0.0,0.0
1454,80068980,0.0,0.0
1455,80068996,0.0,0.0
1456,80069016,0.0,0.0
1457,80069019,8000.0,800.0
1458,80069036,0.0,0.0
1459,80069073,0.0,0.0
1460,80069111,0.0,0.0
1461,80069171,0.0,0.0
1462,80069186,0.0,0.0
1463,80069278,0.0,0.0
1464,80069285,0.0,0.0
1465,80069298,0.0,0.0
1466,80069302,0.0,0.0
1467,80069305,0.0,0.0
1468,80069358,0.0,0.0
1469,80069382,0.0,0.0
1470,80069516,0.0,0.0
1471,80069533,0.0,0.0
1472,80069538,0.0,0.0
1473,80069539,0.0,0.0
1474,80069567,0.0,0.0
1475,80069583,0.0,0.0
1476,80069590,0.0,0.0
1477,80069595,0.0,0.0
1478,80069704,0.0,0.0
1479,80069722,0.0,0.0
1480,80069733,0.0,0.0
1481,80069740,0.0,0.0
1482,80069786,0.0,0.0
1483,80069823,0.0,0.0
1484,80069826,0.0,0.0
1485,80069836,0.0,0.0
1486,80069852,0.0,0.0
1487,80069871,0.0,0.0
1488,80069873,2223000.0,222300.0
1489,80069914,0.0,0.0
1490,80069926,0.0,0.0
1491,80069952,0.0,0.0
1492,80069956,0.0,0.0
1493,80070011,0.0,0.0
1494,80070019,0.0,0.0
1495,80070048,0.0,0.0
1496,80070065,0.0,0.0
1497,80070095,0.0,0.0
1498,80070185,0.0,0.0
1499,80070189,0.0,0.0
1500,80070207,0.0,0.0
1501,80070220,0.0,0.0
1502,80070260,0.0,0.0
1503,80070262,0.0,0.0
1504,80070264,0.0,0.0
1505,80070275,0.0,0.0
1506,80070294,0.0,0.0
1507,80070353,0.0,0.0
1508,80070364,0.0,0.0
1509,80070436,0.0,0.0
1510,80070448,0.0,0.0
1511,80070450,0.0,0.0
1512,80070462,0.0,0.0
1513,80070483,0.0,0.0
1514,80070487,0.0,0.0
1515,80070490,0.0,0.0
1516,80070494,0.0,0.0
1517,80070524,1017000.0,101700.0
1518,80070525,0.0,0.0
1519,80070556,0.0,0.0
1520,80070583,0.0,0.0
1521,80070600,0.0,0.0
1522,80070619,0.0,0.0
1523,80070648,0.0,0.0
1524,80070676,1000.0,100.0
1525,80070700,0.0,0.0
1526,80070717,0.0,0.0
1527,80070727,0.0,0.0
1528,80070746,0.0,0.0
1529,80070750,0.0,0.0
1530,80070753,0.0,0.0
1531,80070840,0.0,0.0
1532,80070854,0.0,0.0
1533,80070910,0.0,0.0
1534,80070994,464000.0,46400.0
1535,80071001,0.0,0.0
1536,80071015,0.0,0.0
1537,80071020,0.0,0.0
1538,80071068,0.0,0.0
1539,80071089,0.0,0.0
1540,80071092,0.0,0.0
1541,80071094,0.0,0.0
1542,80071103,0.0,0.0
1543,80071186,0.0,0.0
1544,80071198,0.0,0.0
1545,80071204,0.0,0.0
1546,80071207,0.0,0.0
1547,80071226,0.0,0.0
1548,80071259,0.0,0.0
1549,80071282,0.0,0.0
1550,80071293,0.0,0.0
1551,80071309,0.0,0.0
1552,80071343,0.0,0.0
1553,80071348,0.0,0.0
1554,80071350,0.0,0.0
1555,80071360,0.0,0.0
1556,80071385,0.0,0.0
1557,80071396,0.0,0.0
1558,80071402,0.0,0.0
1559,80071403,9000.0,900.0
1560,80071408,0.0,0.0
1561,80071411,0.0,0.0
1562,80071426,0.0,0.0
1563,80071433,0.0,0.0
1564,80071441,0.0,0.0
1565,80071455,0.0,0.0
1566,80071471,72000.0,7200.0
1567,80071477,0.0,0.0
1568,80071491,0.0,0.0
1569,80071493,0.0,0.0
1570,80071522,0.0,0.0
1571,80071534,0.0,0.0
1572,80071553,0.0,0.0
1573,80071557,0.0,0.0
1574,80071558,0.0,0.0
1575,80071572,0.0,0.0
1576,80071606,0.0,0.0
1577,80071608,0.0,0.0
1578,80071614,0.0,0.0
1579,80071626,0.0,0.0
1580,80071686,0.0,0.0
1581,80071700,0.0,0.0
1582,80071723,0.0,0.0
1583,80071724,0.0,0.0
1584,80071725,0.0,0.0
1585,80071728,0.0,0.0
1586,80071730,0.0,0.0
1587,80071733,0.0,0.0
1588,80071738,0.0,0.0
1589,80071740,0.0,0.0
1590,80071745,1318000.0,131800.0
1591,80071746,0.0,0.0
1592,80071747,0.0,0.0
1593,80071755,0.0,0.0
1594,80071759,0.0,0.0
1595,80071761,0.0,0.0
1596,80071762,0.0,0.0
1597,80071763,0.0,0.0
1598,80071764,0.0,0.0
1599,80071773,0.0,0.0
1600,80071776,0.0,0.0
1601,80071777,0.0,0.0
1602,80071778,0.0,0.0
1603,80071780,0.0,0.0
1604,80071788,0.0,0.0
1605,80071790,0.0,0.0
1606,80071791,0.0,0.0
1607,80071812,0.0,0.0
1608,80071814,1000000.0,100000.0
1609,80071818,0.0,0.0
1610,80071820,0.0,0.0
1611,80071821,0.0,0.0
1612,80071822,0.0,0.0
1613,80071833,0.0,0.0
1614,80071834,0.0,0.0
1615,80071843,0.0,0.0
1616,80071851,0.0,0.0
1617,80071855,0.0,0.0
1618,80071859,0.0,0.0
1619,80071863,0.0,0.0
1620,80071864,0.0,0.0
1621,80071865,0.0,0.0
1622,80071872,0.0,0.0
1623,80071873,0.0,0.0
1624,80071874,0.0,0.0
1625,80071877,0.0,0.0
1626,80071878,0.0,0.0
1627,80071882,0.0,0.0
1628,80071886,0.0,0.0
1629,80071895,0.0,0.0
1630,80071896,49000.0,4900.0
1631,80071897,0.0,0.0
1632,80071898,0.0,0.0
1633,80071899,0.0,0.0
1634,80071905,0.0,0.0
1635,80071906,26000.0,2600.0
1636,80071908,0.0,0.0
1637,80071909,0.0,0.0
1638,80071913,0.0,0.0
1639,80071919,0.0,0.0
1640,80071921,0.0,0.0
1641,80071922,0.0,0.0
1642,80071931,0.0,0.0
1643,80071934,0.0,0.0
1644,80071941,0.0,0.0
1645,80071948,0.0,0.0
1646,80071950,0.0,0.0
1647,80071958,0.0,0.0
1648,80071959,0.0,0.0
1649,80071961,0.0,0.0
1650,80071971,0.0,0.0
1651,80071974,0.0,0.0
1652,80071976,0.0,0.0
1653,80071990,0.0,0.0
1654,80071991,0.0,0.0
1655,80071994,0.0,0.0
1656,80071995,176000.0,17600.0
1657,80071996,0.0,0.0
1658,80071999,0.0,0.0
1659,80072004,0.0,0.0
1660,80072010,0.0,0.0
1661,80072016,5000.0,500.0
1662,80072017,0.0,0.0
1663,80072020,2142000.0,214200.0
1664,80072024,0.0,0.0
1665,80072026,0.0,0.0
1666,80072028,0.0,0.0
1667,80072030,0.0,0.0
1668,80072035,0.0,0.0
1669,80072038,0.0,0.0
1670,80072045,0.0,0.0
1671,80072050,1479000.0,147900.0
1672,80072052,0.0,0.0
1673,80072068,0.0,0.0
1674,80072070,0.0,0.0
1675,80072073,0.0,0.0
1676,80072074,0.0,0.0
1677,80072076,0.0,0.0
1678,80072078,0.0,0.0
1679,80072084,0.0,0.0
1680,80072091,0.0,0.0
1681,80072094,0.0,0.0
1682,80072096,0.0,0.0
1683,80072097,0.0,0.0
1684,80072101,0.0,0.0
1685,80072104,0.0,0.0
1686,80072105,0.0,0.0
1687,80072116,0.0,0.0
1688,80072133,0.0,0.0
1689,80072134,0.0,0.0
1690,80072138,165000.0,16500.0
1691,80072140,0.0,0.0
1692,80072141,0.0,0.0
1693,80072153,341000.0,34100.0
1694,80072155,0.0,0.0
1695,80072162,0.0,0.0
1696,80072172,0.0,0.0
1697,80072173,134000.0,13400.0
1698,80072178,0.0,0.0
1699,80072180,0.0,0.0
1700,80072183,0.0,0.0
1701,80072185,0.0,0.0
1702,80072186,0.0,0.0
1703,80072189,0.0,0.0
1704,80072191,0.0,0.0
1705,80072193,0.0,0.0
1706,80072205,51849000.0,5184900.0
1707,80072207,0.0,0.0
1708,80072209,0.0,0.0
1709,80072218,0.0,0.0
1710,80072222,0.0,0.0
1711,80072225,0.0,0.0
1712,80072232,0.0,0.0
1713,80072237,0.0,0.0
1714,80072238,0.0,0.0
1715,80072245,0.0,0.0
1716,80072252,0.0,0.0
1717,80072253,0.0,0.0
1718,80072259,0.0,0.0
1719,80072260,0.0,0.0
1720,80072265,0.0,0.0
1721,80072268,0.0,0.0
1722,80072269,0.0,0.0
1723,80072273,484000.0,48400.0
1724,80072274,0.0,0.0
1725,80072276,0.0,0.0
1726,80072277,0.0,0.0
1727,80072279,0.0,0.0
1728,80072280,0.0,0.0
1729,80072284,0.0,0.0
1730,80072290,662000.0,66200.0
1731,80072291,0.0,0.0
1732,80072293,0.0,0.0
1733,80072295,0.0,0.0
1734,80072303,0.0,0.0
1735,80072309,0.0,0.0
1736,80072312,317000.0,31700.0
1737,80072314,0.0,0.0
1738,80072320,254000.0,25400.0
1739,80072331,0.0,0.0
1740,80072340,0.0,0.0
1741,80072346,30000.0,3000.0
1742,80072349,0.0,0.0
1743,80072350,0.0,0.0
1744,80072351,0.0,0.0
1745,80072352,0.0,0.0
1746,80072354,0.0,0.0
1747,80072357,0.0,0.0
1748,80072359,0.0,0.0
1749,80072364,0.0,0.0
1750,80072369,0.0,0.0
1751,80072370,0.0,0.0
1752,80072378,0.0,0.0
1753,80072391,0.0,0.0
1754,80072403,0.0,0.0
1755,80072416,0.0,0.0
1756,80072417,0.0,0.0
1757,80072419,0.0,0.0
1758,80072421,41000.0,4100.0
1759,80072428,0.0,0.0
1760,80072431,0.0,0.0
1761,80072436,0.0,0.0
1762,80072450,0.0,0.0
1763,80072459,231000.0,23100.0
1764,80072464,0.0,0.0
1765,80072465,0.0,0.0
1766,80072466,0.0,0.0
1767,80072467,0.0,0.0
1768,80072470,0.0,0.0
1769,80072479,0.0,0.0
1770,80072482,0.0,0.0
1771,80072497,0.0,0.0
1772,80072503,0.0,0.0
1773,80072513,0.0,0.0
1774,80072520,0.0,0.0
1775,80072521,0.0,0.0
1776,80072523,0.0,0.0
1777,80072525,0.0,0.0
1778,80072529,524000.0,52400.0
1779,80072537,0.0,0.0
1780,80072539,0.0,0.0
1781,80072548,0.0,0.0
1782,80072559,0.0,0.0
1783,80072560,0.0,0.0
1784,80072574,0.0,0.0
1785,80072577,0.0,0.0
1786,80072578,0.0,0.0
1787,80072579,0.0,0.0
1788,80072585,0.0,0.0
1789,80072594,0.0,0.0
1790,80072595,0.0,0.0
1791,80072596,0.0,0.0
1792,80072613,0.0,0.0
1793,80072629,0.0,0.0
1794,80072635,0.0,0.0
1795,80072636,0.0,0.0
1796,80072647,0.0,0.0
1797,80072649,0.0,0.0
1798,80072651,0.0,0.0
1799,80072656,0.0,0.0
1800,80072664,0.0,0.0
1801,80072665,0.0,0.0
1802,80072671,0.0,0.0
1803,80072672,0.0,0.0
1804,80072674,0.0,0.0
1805,80072677,0.0,0.0
1806,80072682,0.0,0.0
1807,80072686,0.0,0.0
1808,80072688,0.0,0.0
1809,80072708,0.0,0.0
1810,80072724,0.0,0.0
1811,80072725,0.0,0.0
1812,80072728,605000.0,60500.0
1813,80072731,0.0,0.0
1814,80072732,0.0,0.0
1815,80072733,0.0,0.0
1816,80072737,0.0,0.0
1817,80072742,0.0,0.0
1818,80072743,0.0,0.0
1819,80072747,0.0,0.0
1820,80072748,0.0,0.0
1821,80072752,0.0,0.0
1822,80072757,0.0,0.0
1823,80072764,0.0,0.0
1824,80072771,0.0,0.0
1825,80072773,0.0,0.0
1826,80072782,0.0,0.0
1827,80072787,0.0,0.0
1828,80072806,0.0,0.0
1829,80072807,0.0,0.0
1830,80072813,0.0,0.0
